"Step","go-20231026_131658 - train_loss","go-20231026_131658 - train_loss__MIN","go-20231026_131658 - train_loss__MAX","ruby-20231025_235507 - train_loss","ruby-20231025_235507 - train_loss__MIN","ruby-20231025_235507 - train_loss__MAX","javascript-20231025_172654 - train_loss","javascript-20231025_172654 - train_loss__MIN","javascript-20231025_172654 - train_loss__MAX","java-20231025_112721 - train_loss","java-20231025_112721 - train_loss__MIN","java-20231025_112721 - train_loss__MAX","php-20231016_001159 - train_loss","php-20231016_001159 - train_loss__MIN","php-20231016_001159 - train_loss__MAX","python-20231015_143112 - train_loss","python-20231015_143112 - train_loss__MIN","python-20231015_143112 - train_loss__MAX"
"1360","3.2872","3.2872","3.2872","3.2933","3.2933","3.2933","3.2865","3.2865","3.2865","3.2875","3.2875","3.2875","3.3951","3.3951","3.3951","3.878","3.878","3.878"
"1370","3.2854","3.2854","3.2854","3.2915","3.2915","3.2915","3.2847","3.2847","3.2847","3.2857","3.2857","3.2857","3.3916","3.3916","3.3916","3.8749","3.8749","3.8749"
"1380","3.2831","3.2831","3.2831","3.2892","3.2892","3.2892","3.2823","3.2823","3.2823","3.2834","3.2834","3.2834","3.3884","3.3884","3.3884","3.872","3.872","3.872"
"1390","3.2853","3.2853","3.2853","3.2913","3.2913","3.2913","3.2844","3.2844","3.2844","3.2855","3.2855","3.2855","3.3859","3.3859","3.3859","3.8692","3.8692","3.8692"
"1400","3.2854","3.2854","3.2854","3.2915","3.2915","3.2915","3.2846","3.2846","3.2846","3.2857","3.2857","3.2857","3.3835","3.3835","3.3835","3.8649","3.8649","3.8649"
"1410","3.2801","3.2801","3.2801","3.2861","3.2861","3.2861","3.2792","3.2792","3.2792","3.2804","3.2804","3.2804","3.3807","3.3807","3.3807","3.8613","3.8613","3.8613"
"1420","3.2788","3.2788","3.2788","3.2848","3.2848","3.2848","3.2779","3.2779","3.2779","3.2791","3.2791","3.2791","3.3788","3.3788","3.3788","3.8584","3.8584","3.8584"
"1430","3.2787","3.2787","3.2787","3.2845","3.2845","3.2845","3.2778","3.2778","3.2778","3.2789","3.2789","3.2789","3.3753","3.3753","3.3753","3.8543","3.8543","3.8543"
"1440","3.279","3.279","3.279","3.2848","3.2848","3.2848","3.2781","3.2781","3.2781","3.2792","3.2792","3.2792","3.3727","3.3727","3.3727","3.8512","3.8512","3.8512"
"1450","3.281","3.281","3.281","3.2868","3.2868","3.2868","3.2801","3.2801","3.2801","3.2812","3.2812","3.2812","3.3706","3.3706","3.3706","3.8479","3.8479","3.8479"
"1460","3.2812","3.2812","3.2812","3.287","3.287","3.287","3.2804","3.2804","3.2804","3.2814","3.2814","3.2814","3.368","3.368","3.368","3.8439","3.8439","3.8439"
"1470","3.2803","3.2803","3.2803","3.2861","3.2861","3.2861","3.2795","3.2795","3.2795","3.2805","3.2805","3.2805","3.3651","3.3651","3.3651","3.8409","3.8409","3.8409"
"1480","3.2825","3.2825","3.2825","3.2883","3.2883","3.2883","3.2817","3.2817","3.2817","3.2827","3.2827","3.2827","3.3634","3.3634","3.3634","3.8377","3.8377","3.8377"
"1490","3.2815","3.2815","3.2815","3.2873","3.2873","3.2873","3.2807","3.2807","3.2807","3.2818","3.2818","3.2818","3.3611","3.3611","3.3611","3.835","3.835","3.835"
"1500","3.2786","3.2786","3.2786","3.2843","3.2843","3.2843","3.2778","3.2778","3.2778","3.2788","3.2788","3.2788","3.3578","3.3578","3.3578","3.8323","3.8323","3.8323"
"1510","3.2777","3.2777","3.2777","3.2835","3.2835","3.2835","3.2769","3.2769","3.2769","3.278","3.278","3.278","3.3561","3.3561","3.3561","3.8294","3.8294","3.8294"
"1520","3.2741","3.2741","3.2741","3.2798","3.2798","3.2798","3.2733","3.2733","3.2733","3.2743","3.2743","3.2743","3.3544","3.3544","3.3544","3.8269","3.8269","3.8269"
"1530","3.2725","3.2725","3.2725","3.2781","3.2781","3.2781","3.2717","3.2717","3.2717","3.2727","3.2727","3.2727","3.3523","3.3523","3.3523","3.8244","3.8244","3.8244"
"1540","3.2723","3.2723","3.2723","3.278","3.278","3.278","3.2715","3.2715","3.2715","3.2726","3.2726","3.2726","3.3497","3.3497","3.3497","3.822","3.822","3.822"
"1550","3.2714","3.2714","3.2714","3.2771","3.2771","3.2771","3.2706","3.2706","3.2706","3.2717","3.2717","3.2717","3.3469","3.3469","3.3469","3.8195","3.8195","3.8195"
"1560","3.2699","3.2699","3.2699","3.2755","3.2755","3.2755","3.2691","3.2691","3.2691","3.2701","3.2701","3.2701","3.344","3.344","3.344","3.8169","3.8169","3.8169"
"1570","3.2691","3.2691","3.2691","3.2747","3.2747","3.2747","3.2683","3.2683","3.2683","3.2694","3.2694","3.2694","3.3417","3.3417","3.3417","3.8142","3.8142","3.8142"
"1580","3.2698","3.2698","3.2698","3.2754","3.2754","3.2754","3.269","3.269","3.269","3.2701","3.2701","3.2701","3.3392","3.3392","3.3392","3.8119","3.8119","3.8119"
"1590","3.2685","3.2685","3.2685","3.274","3.274","3.274","3.2677","3.2677","3.2677","3.2687","3.2687","3.2687","3.3372","3.3372","3.3372","3.809","3.809","3.809"
"1600","3.265","3.265","3.265","3.2706","3.2706","3.2706","3.2643","3.2643","3.2643","3.2652","3.2652","3.2652","3.3351","3.3351","3.3351","3.8058","3.8058","3.8058"
"1610","3.2629","3.2629","3.2629","3.2684","3.2684","3.2684","3.2622","3.2622","3.2622","3.2632","3.2632","3.2632","3.3337","3.3337","3.3337","3.8033","3.8033","3.8033"
"1620","3.2627","3.2627","3.2627","3.2682","3.2682","3.2682","3.262","3.262","3.262","3.263","3.263","3.263","3.3323","3.3323","3.3323","3.801","3.801","3.801"
"1630","3.261","3.261","3.261","3.2665","3.2665","3.2665","3.2603","3.2603","3.2603","3.2613","3.2613","3.2613","3.3304","3.3304","3.3304","3.7982","3.7982","3.7982"
"1640","3.2603","3.2603","3.2603","3.2658","3.2658","3.2658","3.2596","3.2596","3.2596","3.2605","3.2605","3.2605","3.3278","3.3278","3.3278","3.7952","3.7952","3.7952"
"1650","3.2592","3.2592","3.2592","3.2646","3.2646","3.2646","3.2584","3.2584","3.2584","3.2594","3.2594","3.2594","3.3248","3.3248","3.3248","3.7928","3.7928","3.7928"
"1660","3.2579","3.2579","3.2579","3.2633","3.2633","3.2633","3.2572","3.2572","3.2572","3.2582","3.2582","3.2582","3.3228","3.3228","3.3228","3.7901","3.7901","3.7901"
"1670","3.2574","3.2574","3.2574","3.2627","3.2627","3.2627","3.2566","3.2566","3.2566","3.2576","3.2576","3.2576","3.3209","3.3209","3.3209","3.7881","3.7881","3.7881"
"1680","3.2567","3.2567","3.2567","3.262","3.262","3.262","3.256","3.256","3.256","3.2569","3.2569","3.2569","3.3194","3.3194","3.3194","3.786","3.786","3.786"
"1690","3.2544","3.2544","3.2544","3.2597","3.2597","3.2597","3.2537","3.2537","3.2537","3.2546","3.2546","3.2546","3.3172","3.3172","3.3172","3.7834","3.7834","3.7834"
"1700","3.2532","3.2532","3.2532","3.2585","3.2585","3.2585","3.2525","3.2525","3.2525","3.2534","3.2534","3.2534","3.3151","3.3151","3.3151","3.7808","3.7808","3.7808"
"1710","3.2522","3.2522","3.2522","3.2575","3.2575","3.2575","3.2515","3.2515","3.2515","3.2524","3.2524","3.2524","3.3134","3.3134","3.3134","3.7784","3.7784","3.7784"
"1720","3.2512","3.2512","3.2512","3.2565","3.2565","3.2565","3.2505","3.2505","3.2505","3.2515","3.2515","3.2515","3.3108","3.3108","3.3108","3.7762","3.7762","3.7762"
"1730","3.2496","3.2496","3.2496","3.2548","3.2548","3.2548","3.2489","3.2489","3.2489","3.2498","3.2498","3.2498","3.3091","3.3091","3.3091","3.7738","3.7738","3.7738"
"1740","3.2476","3.2476","3.2476","3.2528","3.2528","3.2528","3.247","3.247","3.247","3.2478","3.2478","3.2478","3.3074","3.3074","3.3074","3.7714","3.7714","3.7714"
"1750","3.2463","3.2463","3.2463","3.2515","3.2515","3.2515","3.2456","3.2456","3.2456","3.2465","3.2465","3.2465","3.3051","3.3051","3.3051","3.7689","3.7689","3.7689"
"1760","3.2448","3.2448","3.2448","3.25","3.25","3.25","3.2441","3.2441","3.2441","3.245","3.245","3.245","3.3029","3.3029","3.3029","3.7669","3.7669","3.7669"
"1770","3.2446","3.2446","3.2446","3.2497","3.2497","3.2497","3.2439","3.2439","3.2439","3.2448","3.2448","3.2448","3.3016","3.3016","3.3016","3.7645","3.7645","3.7645"
"1780","3.2436","3.2436","3.2436","3.2487","3.2487","3.2487","3.2429","3.2429","3.2429","3.2438","3.2438","3.2438","3.299","3.299","3.299","3.7621","3.7621","3.7621"
"1790","3.2428","3.2428","3.2428","3.2479","3.2479","3.2479","3.2422","3.2422","3.2422","3.243","3.243","3.243","3.2969","3.2969","3.2969","3.76","3.76","3.76"
"1800","3.2413","3.2413","3.2413","3.2464","3.2464","3.2464","3.2407","3.2407","3.2407","3.2415","3.2415","3.2415","3.2951","3.2951","3.2951","3.7576","3.7576","3.7576"
"1810","3.2396","3.2396","3.2396","3.2447","3.2447","3.2447","3.239","3.239","3.239","3.2398","3.2398","3.2398","3.2926","3.2926","3.2926","3.7548","3.7548","3.7548"
"1820","3.2383","3.2383","3.2383","3.2434","3.2434","3.2434","3.2377","3.2377","3.2377","3.2385","3.2385","3.2385","3.291","3.291","3.291","3.7525","3.7525","3.7525"
"1830","3.2381","3.2381","3.2381","3.2431","3.2431","3.2431","3.2374","3.2374","3.2374","3.2382","3.2382","3.2382","3.2893","3.2893","3.2893","3.7501","3.7501","3.7501"
"1840","3.237","3.237","3.237","3.242","3.242","3.242","3.2363","3.2363","3.2363","3.2371","3.2371","3.2371","3.2875","3.2875","3.2875","3.7476","3.7476","3.7476"
"1850","3.2352","3.2352","3.2352","3.2402","3.2402","3.2402","3.2345","3.2345","3.2345","3.2353","3.2353","3.2353","3.2855","3.2855","3.2855","3.7454","3.7454","3.7454"
"1860","3.2341","3.2341","3.2341","3.2391","3.2391","3.2391","3.2334","3.2334","3.2334","3.2342","3.2342","3.2342","3.2836","3.2836","3.2836","3.7433","3.7433","3.7433"
"1870","3.2322","3.2322","3.2322","3.2373","3.2373","3.2373","3.2316","3.2316","3.2316","3.2324","3.2324","3.2324","3.2815","3.2815","3.2815","3.7412","3.7412","3.7412"
"1880","3.231","3.231","3.231","3.236","3.236","3.236","3.2303","3.2303","3.2303","3.2311","3.2311","3.2311","3.2795","3.2795","3.2795","3.7389","3.7389","3.7389"
"1890","3.2298","3.2298","3.2298","3.2348","3.2348","3.2348","3.2291","3.2291","3.2291","3.2299","3.2299","3.2299","2.9956","2.9956","2.9956","3.7366","3.7366","3.7366"
"1900","3.2285","3.2285","3.2285","3.2334","3.2334","3.2334","3.2278","3.2278","3.2278","3.2286","3.2286","3.2286","2.9923","2.9923","2.9923","3.7345","3.7345","3.7345"
"1910","3.2273","3.2273","3.2273","3.2322","3.2322","3.2322","3.2267","3.2267","3.2267","3.2274","3.2274","3.2274","2.9895","2.9895","2.9895","3.7326","3.7326","3.7326"
"1920","3.2255","3.2255","3.2255","3.2305","3.2305","3.2305","3.2249","3.2249","3.2249","3.2257","3.2257","3.2257","2.9939","2.9939","2.9939","3.7303","3.7303","3.7303"
"1930","3.2241","3.2241","3.2241","3.2291","3.2291","3.2291","3.2235","3.2235","3.2235","3.2243","3.2243","3.2243","2.9957","2.9957","2.9957","3.7277","3.7277","3.7277"
"1940","3.0491","3.0491","3.0491","3.0551","3.0551","3.0551","3.0488","3.0488","3.0488","3.0493","3.0493","3.0493","2.9901","2.9901","2.9901","3.7258","3.7258","3.7258"
"1950","3.0388","3.0388","3.0388","3.0442","3.0442","3.0442","3.0386","3.0386","3.0386","3.039","3.039","3.039","2.9947","2.9947","2.9947","3.7241","3.7241","3.7241"
"1960","3.0424","3.0424","3.0424","3.047","3.047","3.047","3.0422","3.0422","3.0422","3.0426","3.0426","3.0426","2.9934","2.9934","2.9934","3.7219","3.7219","3.7219"
"1970","3.0429","3.0429","3.0429","3.0474","3.0474","3.0474","3.0427","3.0427","3.0427","3.0429","3.0429","3.0429","2.9886","2.9886","2.9886","3.4557","3.4557","3.4557"
"1980","3.0401","3.0401","3.0401","3.0445","3.0445","3.0445","3.0399","3.0399","3.0399","3.0401","3.0401","3.0401","2.9834","2.9834","2.9834","3.4221","3.4221","3.4221"
"1990","3.0282","3.0282","3.0282","3.0328","3.0328","3.0328","3.0281","3.0281","3.0281","3.0282","3.0282","3.0282","2.9812","2.9812","2.9812","3.4104","3.4104","3.4104"
"2000","3.0282","3.0282","3.0282","3.0329","3.0329","3.0329","3.0281","3.0281","3.0281","3.0283","3.0283","3.0283","2.9833","2.9833","2.9833","3.4164","3.4164","3.4164"
"2010","3.0345","3.0345","3.0345","3.0392","3.0392","3.0392","3.0344","3.0344","3.0344","3.0345","3.0345","3.0345","2.9815","2.9815","2.9815","3.4198","3.4198","3.4198"
"2020","3.0321","3.0321","3.0321","3.0368","3.0368","3.0368","3.032","3.032","3.032","3.0322","3.0322","3.0322","2.9837","2.9837","2.9837","3.4142","3.4142","3.4142"
"2030","3.0324","3.0324","3.0324","3.0373","3.0373","3.0373","3.0324","3.0324","3.0324","3.0326","3.0326","3.0326","2.9821","2.9821","2.9821","3.4112","3.4112","3.4112"
"2040","3.0324","3.0324","3.0324","3.0371","3.0371","3.0371","3.0322","3.0322","3.0322","3.0325","3.0325","3.0325","2.9815","2.9815","2.9815","3.4067","3.4067","3.4067"
"2050","3.0315","3.0315","3.0315","3.0363","3.0363","3.0363","3.0313","3.0313","3.0313","3.0316","3.0316","3.0316","2.9796","2.9796","2.9796","3.4103","3.4103","3.4103"
"2060","3.0337","3.0337","3.0337","3.0385","3.0385","3.0385","3.0336","3.0336","3.0336","3.0338","3.0338","3.0338","2.9827","2.9827","2.9827","3.4125","3.4125","3.4125"
"2070","3.0305","3.0305","3.0305","3.0352","3.0352","3.0352","3.0303","3.0303","3.0303","3.0306","3.0306","3.0306","2.9835","2.9835","2.9835","3.4123","3.4123","3.4123"
"2080","3.0313","3.0313","3.0313","3.036","3.036","3.036","3.0311","3.0311","3.0311","3.0313","3.0313","3.0313","2.9832","2.9832","2.9832","3.4073","3.4073","3.4073"
"2090","3.0291","3.0291","3.0291","3.034","3.034","3.034","3.029","3.029","3.029","3.0292","3.0292","3.0292","2.9792","2.9792","2.9792","3.4089","3.4089","3.4089"
"2100","3.028","3.028","3.028","3.033","3.033","3.033","3.0279","3.0279","3.0279","3.0281","3.0281","3.0281","2.9775","2.9775","2.9775","3.4068","3.4068","3.4068"
"2110","3.0275","3.0275","3.0275","3.0324","3.0324","3.0324","3.0273","3.0273","3.0273","3.0276","3.0276","3.0276","2.9744","2.9744","2.9744","3.4082","3.4082","3.4082"
"2120","3.0289","3.0289","3.0289","3.0338","3.0338","3.0338","3.0288","3.0288","3.0288","3.029","3.029","3.029","2.975","2.975","2.975","3.4074","3.4074","3.4074"
"2130","3.0293","3.0293","3.0293","3.0342","3.0342","3.0342","3.0292","3.0292","3.0292","3.0294","3.0294","3.0294","2.9746","2.9746","2.9746","3.4053","3.4053","3.4053"
"2140","3.0287","3.0287","3.0287","3.0336","3.0336","3.0336","3.0286","3.0286","3.0286","3.0288","3.0288","3.0288","2.9759","2.9759","2.9759","3.4061","3.4061","3.4061"
"2150","3.0287","3.0287","3.0287","3.0336","3.0336","3.0336","3.0286","3.0286","3.0286","3.0288","3.0288","3.0288","2.9777","2.9777","2.9777","3.4066","3.4066","3.4066"
"2160","3.0291","3.0291","3.0291","3.034","3.034","3.034","3.029","3.029","3.029","3.0291","3.0291","3.0291","2.9767","2.9767","2.9767","3.408","3.408","3.408"
"2170","3.029","3.029","3.029","3.0339","3.0339","3.0339","3.0288","3.0288","3.0288","3.0291","3.0291","3.0291","2.976","2.976","2.976","3.4078","3.4078","3.4078"
"2180","3.0282","3.0282","3.0282","3.0331","3.0331","3.0331","3.028","3.028","3.028","3.0283","3.0283","3.0283","2.9759","2.9759","2.9759","3.4087","3.4087","3.4087"
"2190","3.0269","3.0269","3.0269","3.0318","3.0318","3.0318","3.0268","3.0268","3.0268","3.027","3.027","3.027","2.975","2.975","2.975","3.4077","3.4077","3.4077"
"2200","3.0265","3.0265","3.0265","3.0314","3.0314","3.0314","3.0264","3.0264","3.0264","3.0266","3.0266","3.0266","2.9738","2.9738","2.9738","3.4071","3.4071","3.4071"
"2210","3.0264","3.0264","3.0264","3.0312","3.0312","3.0312","3.0263","3.0263","3.0263","3.0265","3.0265","3.0265","2.9747","2.9747","2.9747","3.4059","3.4059","3.4059"
"2220","3.0265","3.0265","3.0265","3.0313","3.0313","3.0313","3.0263","3.0263","3.0263","3.0265","3.0265","3.0265","2.9741","2.9741","2.9741","3.4043","3.4043","3.4043"
"2230","3.0257","3.0257","3.0257","3.0306","3.0306","3.0306","3.0256","3.0256","3.0256","3.0258","3.0258","3.0258","2.9736","2.9736","2.9736","3.4035","3.4035","3.4035"
"2240","3.0261","3.0261","3.0261","3.0309","3.0309","3.0309","3.026","3.026","3.026","3.0262","3.0262","3.0262","2.9732","2.9732","2.9732","3.4031","3.4031","3.4031"
"2250","3.0257","3.0257","3.0257","3.0305","3.0305","3.0305","3.0256","3.0256","3.0256","3.0258","3.0258","3.0258","2.9746","2.9746","2.9746","3.4026","3.4026","3.4026"
"2260","3.0238","3.0238","3.0238","3.0286","3.0286","3.0286","3.0237","3.0237","3.0237","3.0239","3.0239","3.0239","2.9732","2.9732","2.9732","3.4011","3.4011","3.4011"
"2270","3.0223","3.0223","3.0223","3.027","3.027","3.027","3.0222","3.0222","3.0222","3.0224","3.0224","3.0224","2.9722","2.9722","2.9722","3.3987","3.3987","3.3987"
"2280","3.0231","3.0231","3.0231","3.0278","3.0278","3.0278","3.0229","3.0229","3.0229","3.0231","3.0231","3.0231","2.9724","2.9724","2.9724","3.3975","3.3975","3.3975"
"2290","3.0225","3.0225","3.0225","3.0273","3.0273","3.0273","3.0224","3.0224","3.0224","3.0226","3.0226","3.0226","2.9716","2.9716","2.9716","3.3948","3.3948","3.3948"
"2300","3.0228","3.0228","3.0228","3.0275","3.0275","3.0275","3.0227","3.0227","3.0227","3.0229","3.0229","3.0229","2.9713","2.9713","2.9713","3.3935","3.3935","3.3935"
"2310","3.0223","3.0223","3.0223","3.0271","3.0271","3.0271","3.0222","3.0222","3.0222","3.0224","3.0224","3.0224","2.9699","2.9699","2.9699","3.3938","3.3938","3.3938"
"2320","3.0215","3.0215","3.0215","3.0263","3.0263","3.0263","3.0214","3.0214","3.0214","3.0216","3.0216","3.0216","2.9686","2.9686","2.9686","3.3929","3.3929","3.3929"
"2330","3.0207","3.0207","3.0207","3.0255","3.0255","3.0255","3.0206","3.0206","3.0206","3.0208","3.0208","3.0208","2.9686","2.9686","2.9686","3.3921","3.3921","3.3921"
"2340","3.0203","3.0203","3.0203","3.0251","3.0251","3.0251","3.0202","3.0202","3.0202","3.0204","3.0204","3.0204","2.9675","2.9675","2.9675","3.3913","3.3913","3.3913"
"2350","3.0194","3.0194","3.0194","3.0242","3.0242","3.0242","3.0193","3.0193","3.0193","3.0195","3.0195","3.0195","2.967","2.967","2.967","3.3909","3.3909","3.3909"
"2360","3.0201","3.0201","3.0201","3.0248","3.0248","3.0248","3.02","3.02","3.02","3.0201","3.0201","3.0201","2.9676","2.9676","2.9676","3.3907","3.3907","3.3907"
"2370","3.0197","3.0197","3.0197","3.0245","3.0245","3.0245","3.0196","3.0196","3.0196","3.0198","3.0198","3.0198","2.9669","2.9669","2.9669","3.3899","3.3899","3.3899"
"2380","3.0193","3.0193","3.0193","3.0241","3.0241","3.0241","3.0192","3.0192","3.0192","3.0194","3.0194","3.0194","2.9656","2.9656","2.9656","3.3884","3.3884","3.3884"
"2390","3.0182","3.0182","3.0182","3.0229","3.0229","3.0229","3.0181","3.0181","3.0181","3.0182","3.0182","3.0182","2.9646","2.9646","2.9646","3.387","3.387","3.387"
"2400","3.0179","3.0179","3.0179","3.0227","3.0227","3.0227","3.0178","3.0178","3.0178","3.018","3.018","3.018","2.9647","2.9647","2.9647","3.3861","3.3861","3.3861"
"2410","3.0175","3.0175","3.0175","3.0223","3.0223","3.0223","3.0174","3.0174","3.0174","3.0176","3.0176","3.0176","2.9649","2.9649","2.9649","3.3848","3.3848","3.3848"
"2420","3.0174","3.0174","3.0174","3.0221","3.0221","3.0221","3.0172","3.0172","3.0172","3.0174","3.0174","3.0174","2.9641","2.9641","2.9641","3.3835","3.3835","3.3835"
"2430","3.0172","3.0172","3.0172","3.0219","3.0219","3.0219","3.017","3.017","3.017","3.0172","3.0172","3.0172","2.9633","2.9633","2.9633","3.3819","3.3819","3.3819"
"2440","3.0166","3.0166","3.0166","3.0213","3.0213","3.0213","3.0165","3.0165","3.0165","3.0166","3.0166","3.0166","2.9628","2.9628","2.9628","3.3805","3.3805","3.3805"
"2450","3.014","3.014","3.014","3.0187","3.0187","3.0187","3.0139","3.0139","3.0139","3.0141","3.0141","3.0141","2.9616","2.9616","2.9616","3.3791","3.3791","3.3791"
"2460","3.0131","3.0131","3.0131","3.0178","3.0178","3.0178","3.013","3.013","3.013","3.0131","3.0131","3.0131","2.9604","2.9604","2.9604","3.3781","3.3781","3.3781"
"2470","3.0119","3.0119","3.0119","3.0167","3.0167","3.0167","3.0118","3.0118","3.0118","3.012","3.012","3.012","2.9598","2.9598","2.9598","3.3772","3.3772","3.3772"
"2480","3.0118","3.0118","3.0118","3.0165","3.0165","3.0165","3.0117","3.0117","3.0117","3.0119","3.0119","3.0119","2.9598","2.9598","2.9598","3.3759","3.3759","3.3759"
"2490","3.0111","3.0111","3.0111","3.0158","3.0158","3.0158","3.011","3.011","3.011","3.0112","3.0112","3.0112","2.9581","2.9581","2.9581","3.3749","3.3749","3.3749"
"2500","3.0111","3.0111","3.0111","3.0158","3.0158","3.0158","3.011","3.011","3.011","3.0112","3.0112","3.0112","2.9574","2.9574","2.9574","3.3739","3.3739","3.3739"
"2510","3.0099","3.0099","3.0099","3.0146","3.0146","3.0146","3.0098","3.0098","3.0098","3.0099","3.0099","3.0099","2.9563","2.9563","2.9563","3.3726","3.3726","3.3726"
"2520","3.0086","3.0086","3.0086","3.0132","3.0132","3.0132","3.0085","3.0085","3.0085","3.0087","3.0087","3.0087","2.956","2.956","2.956","3.3721","3.3721","3.3721"
"2530","3.0074","3.0074","3.0074","3.0121","3.0121","3.0121","3.0073","3.0073","3.0073","3.0075","3.0075","3.0075","2.9548","2.9548","2.9548","3.3711","3.3711","3.3711"
"2540","3.0071","3.0071","3.0071","3.0117","3.0117","3.0117","3.007","3.007","3.007","3.0071","3.0071","3.0071","2.9538","2.9538","2.9538","3.3705","3.3705","3.3705"
"2550","3.0063","3.0063","3.0063","3.0109","3.0109","3.0109","3.0061","3.0061","3.0061","3.0063","3.0063","3.0063","2.9523","2.9523","2.9523","3.3697","3.3697","3.3697"
"2560","3.0059","3.0059","3.0059","3.0105","3.0105","3.0105","3.0058","3.0058","3.0058","3.0059","3.0059","3.0059","2.9515","2.9515","2.9515","3.369","3.369","3.369"
"2570","3.0056","3.0056","3.0056","3.0102","3.0102","3.0102","3.0055","3.0055","3.0055","3.0057","3.0057","3.0057","2.951","2.951","2.951","3.3681","3.3681","3.3681"
"2580","2.787","2.787","2.787","2.7928","2.7928","2.7928","2.7871","2.7871","2.7871","2.7874","2.7874","2.7874","2.9497","2.9497","2.9497","3.3678","3.3678","3.3678"
"2590","2.8761","2.8761","2.8761","2.8811","2.8811","2.8811","2.8767","2.8767","2.8767","2.8761","2.8761","2.8761","2.9492","2.9492","2.9492","3.3666","3.3666","3.3666"
"2600","2.8685","2.8685","2.8685","2.8736","2.8736","2.8736","2.8689","2.8689","2.8689","2.8685","2.8685","2.8685","2.949","2.949","2.949","3.3652","3.3652","3.3652"
"2610","2.8622","2.8622","2.8622","2.8673","2.8673","2.8673","2.8625","2.8625","2.8625","2.8621","2.8621","2.8621","2.9479","2.9479","2.9479","3.3643","3.3643","3.3643"
"2620","2.8663","2.8663","2.8663","2.8712","2.8712","2.8712","2.8665","2.8665","2.8665","2.8662","2.8662","2.8662","2.9471","2.9471","2.9471","3.3626","3.3626","3.3626"
"2630","2.8646","2.8646","2.8646","2.8694","2.8694","2.8694","2.8647","2.8647","2.8647","2.8644","2.8644","2.8644","2.9465","2.9465","2.9465","3.3622","3.3622","3.3622"
"2640","2.8614","2.8614","2.8614","2.8661","2.8661","2.8661","2.8615","2.8615","2.8615","2.8613","2.8613","2.8613","2.9454","2.9454","2.9454","3.3614","3.3614","3.3614"
"2650","2.8569","2.8569","2.8569","2.8616","2.8616","2.8616","2.857","2.857","2.857","2.8568","2.8568","2.8568","2.9442","2.9442","2.9442","3.361","3.361","3.361"
"2660","2.8608","2.8608","2.8608","2.8655","2.8655","2.8655","2.8609","2.8609","2.8609","2.8607","2.8607","2.8607","2.9435","2.9435","2.9435","3.3604","3.3604","3.3604"
"2670","2.8588","2.8588","2.8588","2.8634","2.8634","2.8634","2.8588","2.8588","2.8588","2.8586","2.8586","2.8586","2.9427","2.9427","2.9427","3.3594","3.3594","3.3594"
"2680","2.8619","2.8619","2.8619","2.8666","2.8666","2.8666","2.862","2.862","2.862","2.8618","2.8618","2.8618","2.9421","2.9421","2.9421","3.3588","3.3588","3.3588"
"2690","2.8683","2.8683","2.8683","2.8728","2.8728","2.8728","2.8684","2.8684","2.8684","2.8682","2.8682","2.8682","2.9414","2.9414","2.9414","3.3581","3.3581","3.3581"
"2700","2.8654","2.8654","2.8654","2.8699","2.8699","2.8699","2.8655","2.8655","2.8655","2.8652","2.8652","2.8652","2.9401","2.9401","2.9401","3.3568","3.3568","3.3568"
"2710","2.8644","2.8644","2.8644","2.8689","2.8689","2.8689","2.8645","2.8645","2.8645","2.8643","2.8643","2.8643","2.9396","2.9396","2.9396","3.3566","3.3566","3.3566"
"2720","2.8657","2.8657","2.8657","2.8702","2.8702","2.8702","2.8658","2.8658","2.8658","2.8656","2.8656","2.8656","2.9389","2.9389","2.9389","3.3559","3.3559","3.3559"
"2730","2.8638","2.8638","2.8638","2.8683","2.8683","2.8683","2.8639","2.8639","2.8639","2.8637","2.8637","2.8637","2.9384","2.9384","2.9384","3.355","3.355","3.355"
"2740","2.8644","2.8644","2.8644","2.8689","2.8689","2.8689","2.8645","2.8645","2.8645","2.8643","2.8643","2.8643","2.938","2.938","2.938","3.3543","3.3543","3.3543"
"2750","2.8655","2.8655","2.8655","2.87","2.87","2.87","2.8656","2.8656","2.8656","2.8654","2.8654","2.8654","2.9377","2.9377","2.9377","3.3535","3.3535","3.3535"
"2760","2.8643","2.8643","2.8643","2.8689","2.8689","2.8689","2.8644","2.8644","2.8644","2.8642","2.8642","2.8642","2.9373","2.9373","2.9373","3.3533","3.3533","3.3533"
"2770","2.8601","2.8601","2.8601","2.8647","2.8647","2.8647","2.8603","2.8603","2.8603","2.8601","2.8601","2.8601","2.9365","2.9365","2.9365","3.352","3.352","3.352"
"2780","2.8581","2.8581","2.8581","2.8626","2.8626","2.8626","2.8583","2.8583","2.8583","2.8581","2.8581","2.8581","2.9364","2.9364","2.9364","3.3513","3.3513","3.3513"
"2790","2.8585","2.8585","2.8585","2.863","2.863","2.863","2.8587","2.8587","2.8587","2.8585","2.8585","2.8585","2.9361","2.9361","2.9361","3.3503","3.3503","3.3503"
"2800","2.8607","2.8607","2.8607","2.8651","2.8651","2.8651","2.8608","2.8608","2.8608","2.8606","2.8606","2.8606","2.9357","2.9357","2.9357","3.3497","3.3497","3.3497"
"2810","2.8609","2.8609","2.8609","2.8654","2.8654","2.8654","2.861","2.861","2.861","2.8608","2.8608","2.8608","2.9348","2.9348","2.9348","3.3493","3.3493","3.3493"
