"Step","go-20231026_131658 - train_loss","go-20231026_131658 - train_loss__MIN","go-20231026_131658 - train_loss__MAX","ruby-20231025_235507 - train_loss","ruby-20231025_235507 - train_loss__MIN","ruby-20231025_235507 - train_loss__MAX","javascript-20231025_172654 - train_loss","javascript-20231025_172654 - train_loss__MIN","javascript-20231025_172654 - train_loss__MAX","java-20231025_112721 - train_loss","java-20231025_112721 - train_loss__MIN","java-20231025_112721 - train_loss__MAX","php-20231016_001159 - train_loss","php-20231016_001159 - train_loss__MIN","php-20231016_001159 - train_loss__MAX","python-20231015_143112 - train_loss","python-20231015_143112 - train_loss__MIN","python-20231015_143112 - train_loss__MAX"
"4280","2.6472","2.6472","2.6472","2.6512","2.6512","2.6512","2.6474","2.6474","2.6474","2.6472","2.6472","2.6472","2.5976","2.5976","2.5976","2.9821","2.9821","2.9821"
"4290","2.6465","2.6465","2.6465","2.6505","2.6505","2.6505","2.6467","2.6467","2.6467","2.6465","2.6465","2.6465","2.5977","2.5977","2.5977","2.9811","2.9811","2.9811"
"4300","2.6464","2.6464","2.6464","2.6503","2.6503","2.6503","2.6466","2.6466","2.6466","2.6464","2.6464","2.6464","2.5983","2.5983","2.5983","2.9826","2.9826","2.9826"
"4310","2.6463","2.6463","2.6463","2.6502","2.6502","2.6502","2.6465","2.6465","2.6465","2.6462","2.6462","2.6462","2.5982","2.5982","2.5982","2.9822","2.9822","2.9822"
"4320","2.6463","2.6463","2.6463","2.6502","2.6502","2.6502","2.6465","2.6465","2.6465","2.6462","2.6462","2.6462","2.5982","2.5982","2.5982","2.9823","2.9823","2.9823"
"4330","2.6456","2.6456","2.6456","2.6495","2.6495","2.6495","2.6458","2.6458","2.6458","2.6455","2.6455","2.6455","2.599","2.599","2.599","2.9818","2.9818","2.9818"
"4340","2.6458","2.6458","2.6458","2.6497","2.6497","2.6497","2.646","2.646","2.646","2.6457","2.6457","2.6457","2.5988","2.5988","2.5988","2.9813","2.9813","2.9813"
"4350","2.646","2.646","2.646","2.6499","2.6499","2.6499","2.6462","2.6462","2.6462","2.6459","2.6459","2.6459","2.5984","2.5984","2.5984","2.9815","2.9815","2.9815"
"4360","2.6468","2.6468","2.6468","2.6508","2.6508","2.6508","2.647","2.647","2.647","2.6468","2.6468","2.6468","2.5991","2.5991","2.5991","2.981","2.981","2.981"
"4370","2.6463","2.6463","2.6463","2.6503","2.6503","2.6503","2.6465","2.6465","2.6465","2.6463","2.6463","2.6463","2.5982","2.5982","2.5982","2.9813","2.9813","2.9813"
"4380","2.6467","2.6467","2.6467","2.6506","2.6506","2.6506","2.6468","2.6468","2.6468","2.6466","2.6466","2.6466","2.598","2.598","2.598","2.981","2.981","2.981"
"4390","2.6469","2.6469","2.6469","2.6509","2.6509","2.6509","2.6471","2.6471","2.6471","2.6469","2.6469","2.6469","2.5981","2.5981","2.5981","2.9801","2.9801","2.9801"
"4400","2.647","2.647","2.647","2.6509","2.6509","2.6509","2.6472","2.6472","2.6472","2.6469","2.6469","2.6469","2.5982","2.5982","2.5982","2.9794","2.9794","2.9794"
"4410","2.6476","2.6476","2.6476","2.6515","2.6515","2.6515","2.6478","2.6478","2.6478","2.6476","2.6476","2.6476","2.5976","2.5976","2.5976","2.9789","2.9789","2.9789"
"4420","2.646","2.646","2.646","2.65","2.65","2.65","2.6463","2.6463","2.6463","2.646","2.646","2.646","2.5969","2.5969","2.5969","2.9784","2.9784","2.9784"
"4430","2.6455","2.6455","2.6455","2.6494","2.6494","2.6494","2.6457","2.6457","2.6457","2.6454","2.6454","2.6454","2.5967","2.5967","2.5967","2.9791","2.9791","2.9791"
"4440","2.6456","2.6456","2.6456","2.6495","2.6495","2.6495","2.6458","2.6458","2.6458","2.6455","2.6455","2.6455","2.5969","2.5969","2.5969","2.98","2.98","2.98"
"4450","2.6458","2.6458","2.6458","2.6498","2.6498","2.6498","2.6461","2.6461","2.6461","2.6458","2.6458","2.6458","2.5972","2.5972","2.5972","2.9806","2.9806","2.9806"
"4460","2.6458","2.6458","2.6458","2.6497","2.6497","2.6497","2.646","2.646","2.646","2.6458","2.6458","2.6458","2.5971","2.5971","2.5971","2.981","2.981","2.981"
"4470","2.6457","2.6457","2.6457","2.6497","2.6497","2.6497","2.646","2.646","2.646","2.6457","2.6457","2.6457","2.5967","2.5967","2.5967","2.9811","2.9811","2.9811"
"4480","2.6457","2.6457","2.6457","2.6496","2.6496","2.6496","2.6459","2.6459","2.6459","2.6456","2.6456","2.6456","2.5965","2.5965","2.5965","2.9804","2.9804","2.9804"
"4490","2.6453","2.6453","2.6453","2.6493","2.6493","2.6493","2.6455","2.6455","2.6455","2.6453","2.6453","2.6453","2.596","2.596","2.596","2.9801","2.9801","2.9801"
"4500","2.6446","2.6446","2.6446","2.6486","2.6486","2.6486","2.6448","2.6448","2.6448","2.6446","2.6446","2.6446","2.5955","2.5955","2.5955","2.9804","2.9804","2.9804"
"4510","2.557","2.557","2.557","2.5612","2.5612","2.5612","2.557","2.557","2.557","2.557","2.557","2.557","2.5946","2.5946","2.5946","2.9806","2.9806","2.9806"
"4520","2.5706","2.5706","2.5706","2.5763","2.5763","2.5763","2.5713","2.5713","2.5713","2.5707","2.5707","2.5707","2.5945","2.5945","2.5945","2.9808","2.9808","2.9808"
"4530","2.5873","2.5873","2.5873","2.5921","2.5921","2.5921","2.5877","2.5877","2.5877","2.5876","2.5876","2.5876","2.5947","2.5947","2.5947","2.9802","2.9802","2.9802"
"4540","2.5795","2.5795","2.5795","2.584","2.584","2.584","2.5799","2.5799","2.5799","2.5797","2.5797","2.5797","2.5948","2.5948","2.5948","2.9802","2.9802","2.9802"
"4550","2.5759","2.5759","2.5759","2.58","2.58","2.58","2.5762","2.5762","2.5762","2.576","2.576","2.576","2.595","2.595","2.595","2.9804","2.9804","2.9804"
"4560","2.5771","2.5771","2.5771","2.5811","2.5811","2.5811","2.5774","2.5774","2.5774","2.577","2.577","2.577","2.5948","2.5948","2.5948","2.9804","2.9804","2.9804"
"4570","2.579","2.579","2.579","2.5829","2.5829","2.5829","2.5792","2.5792","2.5792","2.5788","2.5788","2.5788","2.5948","2.5948","2.5948","2.98","2.98","2.98"
"4580","2.5776","2.5776","2.5776","2.5816","2.5816","2.5816","2.5777","2.5777","2.5777","2.5774","2.5774","2.5774","2.5948","2.5948","2.5948","2.9793","2.9793","2.9793"
"4590","2.5771","2.5771","2.5771","2.5811","2.5811","2.5811","2.5773","2.5773","2.5773","2.577","2.577","2.577","2.5955","2.5955","2.5955","2.9796","2.9796","2.9796"
"4600","2.5781","2.5781","2.5781","2.5822","2.5822","2.5822","2.5784","2.5784","2.5784","2.5781","2.5781","2.5781","2.5955","2.5955","2.5955","2.9798","2.9798","2.9798"
"4610","2.5773","2.5773","2.5773","2.5813","2.5813","2.5813","2.5776","2.5776","2.5776","2.5773","2.5773","2.5773","2.5941","2.5941","2.5941","2.9798","2.9798","2.9798"
"4620","2.578","2.578","2.578","2.582","2.582","2.582","2.5783","2.5783","2.5783","2.578","2.578","2.578","2.5948","2.5948","2.5948","2.9802","2.9802","2.9802"
"4630","2.5767","2.5767","2.5767","2.5809","2.5809","2.5809","2.5771","2.5771","2.5771","2.5768","2.5768","2.5768","2.5943","2.5943","2.5943","2.9801","2.9801","2.9801"
"4640","2.5801","2.5801","2.5801","2.5842","2.5842","2.5842","2.5805","2.5805","2.5805","2.5802","2.5802","2.5802","2.5942","2.5942","2.5942","2.9796","2.9796","2.9796"
"4650","2.5806","2.5806","2.5806","2.5846","2.5846","2.5846","2.5809","2.5809","2.5809","2.5805","2.5805","2.5805","2.5938","2.5938","2.5938","2.9794","2.9794","2.9794"
"4660","2.5825","2.5825","2.5825","2.5866","2.5866","2.5866","2.5829","2.5829","2.5829","2.5825","2.5825","2.5825","2.5941","2.5941","2.5941","2.9792","2.9792","2.9792"
"4670","2.5813","2.5813","2.5813","2.5854","2.5854","2.5854","2.5817","2.5817","2.5817","2.5813","2.5813","2.5813","2.5936","2.5936","2.5936","2.9789","2.9789","2.9789"
"4680","2.5777","2.5777","2.5777","2.5818","2.5818","2.5818","2.5781","2.5781","2.5781","2.5777","2.5777","2.5777","2.5935","2.5935","2.5935","2.9791","2.9791","2.9791"
"4690","2.5772","2.5772","2.5772","2.5813","2.5813","2.5813","2.5776","2.5776","2.5776","2.5772","2.5772","2.5772","2.5933","2.5933","2.5933","2.979","2.979","2.979"
"4700","2.577","2.577","2.577","2.5811","2.5811","2.5811","2.5774","2.5774","2.5774","2.577","2.577","2.577","2.5931","2.5931","2.5931","2.979","2.979","2.979"
"4710","2.5766","2.5766","2.5766","2.5807","2.5807","2.5807","2.5769","2.5769","2.5769","2.5766","2.5766","2.5766","2.4629","2.4629","2.4629","2.9795","2.9795","2.9795"
"4720","2.5752","2.5752","2.5752","2.5792","2.5792","2.5792","2.5755","2.5755","2.5755","2.5752","2.5752","2.5752","2.4758","2.4758","2.4758","2.9795","2.9795","2.9795"
"4730","2.5737","2.5737","2.5737","2.5777","2.5777","2.5777","2.574","2.574","2.574","2.5737","2.5737","2.5737","2.5146","2.5146","2.5146","2.979","2.979","2.979"
"4740","2.5733","2.5733","2.5733","2.5774","2.5774","2.5774","2.5736","2.5736","2.5736","2.5733","2.5733","2.5733","2.5004","2.5004","2.5004","2.9789","2.9789","2.9789"
"4750","2.5727","2.5727","2.5727","2.5769","2.5769","2.5769","2.573","2.573","2.573","2.5727","2.5727","2.5727","2.4902","2.4902","2.4902","2.9787","2.9787","2.9787"
"4760","2.5727","2.5727","2.5727","2.5768","2.5768","2.5768","2.573","2.573","2.573","2.5726","2.5726","2.5726","2.4907","2.4907","2.4907","2.9785","2.9785","2.9785"
"4770","2.5737","2.5737","2.5737","2.5777","2.5777","2.5777","2.5739","2.5739","2.5739","2.5736","2.5736","2.5736","2.494","2.494","2.494","2.9782","2.9782","2.9782"
"4780","2.5733","2.5733","2.5733","2.5773","2.5773","2.5773","2.5735","2.5735","2.5735","2.5732","2.5732","2.5732","2.4931","2.4931","2.4931","2.9781","2.9781","2.9781"
"4790","2.5726","2.5726","2.5726","2.5767","2.5767","2.5767","2.5729","2.5729","2.5729","2.5726","2.5726","2.5726","2.4902","2.4902","2.4902","2.9775","2.9775","2.9775"
"4800","2.5745","2.5745","2.5745","2.5785","2.5785","2.5785","2.5748","2.5748","2.5748","2.5744","2.5744","2.5744","2.4932","2.4932","2.4932","2.9774","2.9774","2.9774"
"4810","2.5737","2.5737","2.5737","2.5777","2.5777","2.5777","2.5739","2.5739","2.5739","2.5736","2.5736","2.5736","2.4943","2.4943","2.4943","2.9771","2.9771","2.9771"
"4820","2.5729","2.5729","2.5729","2.5769","2.5769","2.5769","2.5731","2.5731","2.5731","2.5728","2.5728","2.5728","2.4947","2.4947","2.4947","2.9771","2.9771","2.9771"
"4830","2.5727","2.5727","2.5727","2.5768","2.5768","2.5768","2.573","2.573","2.573","2.5727","2.5727","2.5727","2.4934","2.4934","2.4934","2.9768","2.9768","2.9768"
"4840","2.5739","2.5739","2.5739","2.578","2.578","2.578","2.5742","2.5742","2.5742","2.5739","2.5739","2.5739","2.494","2.494","2.494","2.9764","2.9764","2.9764"
"4850","2.5743","2.5743","2.5743","2.5783","2.5783","2.5783","2.5745","2.5745","2.5745","2.5742","2.5742","2.5742","2.4965","2.4965","2.4965","2.9761","2.9761","2.9761"
"4860","2.574","2.574","2.574","2.5781","2.5781","2.5781","2.5743","2.5743","2.5743","2.5739","2.5739","2.5739","2.4964","2.4964","2.4964","2.976","2.976","2.976"
"4870","2.5751","2.5751","2.5751","2.5791","2.5791","2.5791","2.5754","2.5754","2.5754","2.575","2.575","2.575","2.4939","2.4939","2.4939","2.9753","2.9753","2.9753"
"4880","2.574","2.574","2.574","2.578","2.578","2.578","2.5743","2.5743","2.5743","2.574","2.574","2.574","2.4935","2.4935","2.4935","2.975","2.975","2.975"
"4890","2.5732","2.5732","2.5732","2.5771","2.5771","2.5771","2.5734","2.5734","2.5734","2.5731","2.5731","2.5731","2.4926","2.4926","2.4926","2.9747","2.9747","2.9747"
"4900","2.5725","2.5725","2.5725","2.5764","2.5764","2.5764","2.5727","2.5727","2.5727","2.5724","2.5724","2.5724","2.492","2.492","2.492","2.9747","2.9747","2.9747"
"4910","2.5726","2.5726","2.5726","2.5766","2.5766","2.5766","2.5729","2.5729","2.5729","2.5725","2.5725","2.5725","2.4903","2.4903","2.4903","2.974","2.974","2.974"
"4920","2.5724","2.5724","2.5724","2.5764","2.5764","2.5764","2.5727","2.5727","2.5727","2.5724","2.5724","2.5724","2.491","2.491","2.491","2.8764","2.8764","2.8764"
"4930","2.5723","2.5723","2.5723","2.5762","2.5762","2.5762","2.5726","2.5726","2.5726","2.5722","2.5722","2.5722","2.489","2.489","2.489","2.8578","2.8578","2.8578"
"4940","2.5718","2.5718","2.5718","2.5757","2.5757","2.5757","2.5721","2.5721","2.5721","2.5717","2.5717","2.5717","2.4895","2.4895","2.4895","2.8779","2.8779","2.8779"
"4950","2.5715","2.5715","2.5715","2.5754","2.5754","2.5754","2.5717","2.5717","2.5717","2.5714","2.5714","2.5714","2.4891","2.4891","2.4891","2.8772","2.8772","2.8772"
"4960","2.5714","2.5714","2.5714","2.5753","2.5753","2.5753","2.5717","2.5717","2.5717","2.5713","2.5713","2.5713","2.4865","2.4865","2.4865","2.8645","2.8645","2.8645"
"4970","2.572","2.572","2.572","2.5759","2.5759","2.5759","2.5723","2.5723","2.5723","2.572","2.572","2.572","2.4848","2.4848","2.4848","2.8662","2.8662","2.8662"
"4980","2.5727","2.5727","2.5727","2.5766","2.5766","2.5766","2.573","2.573","2.573","2.5727","2.5727","2.5727","2.4841","2.4841","2.4841","2.8656","2.8656","2.8656"
"4990","2.5731","2.5731","2.5731","2.577","2.577","2.577","2.5734","2.5734","2.5734","2.5731","2.5731","2.5731","2.4832","2.4832","2.4832","2.8637","2.8637","2.8637"
"5000","2.5725","2.5725","2.5725","2.5763","2.5763","2.5763","2.5728","2.5728","2.5728","2.5724","2.5724","2.5724","2.4831","2.4831","2.4831","2.8562","2.8562","2.8562"
"5010","2.5725","2.5725","2.5725","2.5764","2.5764","2.5764","2.5728","2.5728","2.5728","2.5725","2.5725","2.5725","2.4836","2.4836","2.4836","2.8542","2.8542","2.8542"
"5020","2.5716","2.5716","2.5716","2.5755","2.5755","2.5755","2.5719","2.5719","2.5719","2.5716","2.5716","2.5716","2.485","2.485","2.485","2.8506","2.8506","2.8506"
"5030","2.5721","2.5721","2.5721","2.576","2.576","2.576","2.5723","2.5723","2.5723","2.572","2.572","2.572","2.4838","2.4838","2.4838","2.8519","2.8519","2.8519"
"5040","2.5722","2.5722","2.5722","2.5761","2.5761","2.5761","2.5725","2.5725","2.5725","2.5722","2.5722","2.5722","2.4837","2.4837","2.4837","2.8508","2.8508","2.8508"
"5050","2.5717","2.5717","2.5717","2.5756","2.5756","2.5756","2.572","2.572","2.572","2.5717","2.5717","2.5717","2.4841","2.4841","2.4841","2.8565","2.8565","2.8565"
"5060","2.5709","2.5709","2.5709","2.5748","2.5748","2.5748","2.5712","2.5712","2.5712","2.5708","2.5708","2.5708","2.4838","2.4838","2.4838","2.8586","2.8586","2.8586"
"5070","2.571","2.571","2.571","2.5748","2.5748","2.5748","2.5712","2.5712","2.5712","2.5709","2.5709","2.5709","2.4839","2.4839","2.4839","2.8584","2.8584","2.8584"
"5080","2.5712","2.5712","2.5712","2.5751","2.5751","2.5751","2.5715","2.5715","2.5715","2.5711","2.5711","2.5711","2.483","2.483","2.483","2.8596","2.8596","2.8596"
"5090","2.5714","2.5714","2.5714","2.5753","2.5753","2.5753","2.5717","2.5717","2.5717","2.5713","2.5713","2.5713","2.4838","2.4838","2.4838","2.8602","2.8602","2.8602"
"5100","2.5717","2.5717","2.5717","2.5756","2.5756","2.5756","2.572","2.572","2.572","2.5716","2.5716","2.5716","2.4828","2.4828","2.4828","2.8616","2.8616","2.8616"
"5110","2.572","2.572","2.572","2.5758","2.5758","2.5758","2.5722","2.5722","2.5722","2.5719","2.5719","2.5719","2.4823","2.4823","2.4823","2.8618","2.8618","2.8618"
"5120","2.5719","2.5719","2.5719","2.5757","2.5757","2.5757","2.5721","2.5721","2.5721","2.5718","2.5718","2.5718","2.4826","2.4826","2.4826","2.862","2.862","2.862"
"5130","2.5716","2.5716","2.5716","2.5755","2.5755","2.5755","2.5719","2.5719","2.5719","2.5716","2.5716","2.5716","2.4835","2.4835","2.4835","2.8611","2.8611","2.8611"
"5140","2.572","2.572","2.572","2.5759","2.5759","2.5759","2.5723","2.5723","2.5723","2.572","2.572","2.572","2.4827","2.4827","2.4827","2.8613","2.8613","2.8613"
"5150","2.5728","2.5728","2.5728","2.5766","2.5766","2.5766","2.5731","2.5731","2.5731","2.5728","2.5728","2.5728","2.4825","2.4825","2.4825","2.8623","2.8623","2.8623"
"5160","2.4673","2.4673","2.4673","2.4693","2.4693","2.4693","2.4678","2.4678","2.4678","2.4671","2.4671","2.4671","2.4827","2.4827","2.4827","2.8608","2.8608","2.8608"
"5170","2.511","2.511","2.511","2.5138","2.5138","2.5138","2.5115","2.5115","2.5115","2.5107","2.5107","2.5107","2.4829","2.4829","2.4829","2.861","2.861","2.861"
"5180","2.5221","2.5221","2.5221","2.5248","2.5248","2.5248","2.5222","2.5222","2.5222","2.5218","2.5218","2.5218","2.4824","2.4824","2.4824","2.8613","2.8613","2.8613"
"5190","2.5164","2.5164","2.5164","2.5195","2.5195","2.5195","2.5165","2.5165","2.5165","2.5162","2.5162","2.5162","2.4828","2.4828","2.4828","2.8607","2.8607","2.8607"
"5200","2.5111","2.5111","2.5111","2.5138","2.5138","2.5138","2.5111","2.5111","2.5111","2.5107","2.5107","2.5107","2.4819","2.4819","2.4819","2.8613","2.8613","2.8613"
"5210","2.5128","2.5128","2.5128","2.5158","2.5158","2.5158","2.5128","2.5128","2.5128","2.5125","2.5125","2.5125","2.4821","2.4821","2.4821","2.8618","2.8618","2.8618"
"5220","2.5108","2.5108","2.5108","2.5139","2.5139","2.5139","2.511","2.511","2.511","2.5105","2.5105","2.5105","2.4811","2.4811","2.4811","2.8627","2.8627","2.8627"
"5230","2.514","2.514","2.514","2.5174","2.5174","2.5174","2.5143","2.5143","2.5143","2.5138","2.5138","2.5138","2.4805","2.4805","2.4805","2.8612","2.8612","2.8612"
"5240","2.5194","2.5194","2.5194","2.5227","2.5227","2.5227","2.5197","2.5197","2.5197","2.5192","2.5192","2.5192","2.4803","2.4803","2.4803","2.8607","2.8607","2.8607"
"5250","2.5186","2.5186","2.5186","2.5219","2.5219","2.5219","2.5189","2.5189","2.5189","2.5184","2.5184","2.5184","2.4797","2.4797","2.4797","2.8609","2.8609","2.8609"
"5260","2.521","2.521","2.521","2.5243","2.5243","2.5243","2.5213","2.5213","2.5213","2.5207","2.5207","2.5207","2.4805","2.4805","2.4805","2.861","2.861","2.861"
"5270","2.5214","2.5214","2.5214","2.5248","2.5248","2.5248","2.5217","2.5217","2.5217","2.5212","2.5212","2.5212","2.4807","2.4807","2.4807","2.8615","2.8615","2.8615"
"5280","2.5221","2.5221","2.5221","2.5256","2.5256","2.5256","2.5224","2.5224","2.5224","2.5219","2.5219","2.5219","2.4808","2.4808","2.4808","2.862","2.862","2.862"
"5290","2.5232","2.5232","2.5232","2.5267","2.5267","2.5267","2.5235","2.5235","2.5235","2.523","2.523","2.523","2.4809","2.4809","2.4809","2.8631","2.8631","2.8631"
"5300","2.522","2.522","2.522","2.5254","2.5254","2.5254","2.5223","2.5223","2.5223","2.5218","2.5218","2.5218","2.4813","2.4813","2.4813","2.8635","2.8635","2.8635"
"5310","2.5191","2.5191","2.5191","2.5225","2.5225","2.5225","2.5194","2.5194","2.5194","2.5189","2.5189","2.5189","2.4813","2.4813","2.4813","2.8632","2.8632","2.8632"
"5320","2.5197","2.5197","2.5197","2.5231","2.5231","2.5231","2.52","2.52","2.52","2.5195","2.5195","2.5195","2.4815","2.4815","2.4815","2.8631","2.8631","2.8631"
"5330","2.5185","2.5185","2.5185","2.5219","2.5219","2.5219","2.5188","2.5188","2.5188","2.5183","2.5183","2.5183","2.4813","2.4813","2.4813","2.8633","2.8633","2.8633"
"5340","2.5193","2.5193","2.5193","2.5227","2.5227","2.5227","2.5196","2.5196","2.5196","2.5191","2.5191","2.5191","2.4808","2.4808","2.4808","2.8635","2.8635","2.8635"
"5350","2.5193","2.5193","2.5193","2.5227","2.5227","2.5227","2.5197","2.5197","2.5197","2.5192","2.5192","2.5192","2.481","2.481","2.481","2.8625","2.8625","2.8625"
"5360","2.5192","2.5192","2.5192","2.5226","2.5226","2.5226","2.5195","2.5195","2.5195","2.519","2.519","2.519","2.4805","2.4805","2.4805","2.863","2.863","2.863"
"5370","2.5185","2.5185","2.5185","2.522","2.522","2.522","2.5189","2.5189","2.5189","2.5184","2.5184","2.5184","2.4812","2.4812","2.4812","2.862","2.862","2.862"
"5380","2.5172","2.5172","2.5172","2.5206","2.5206","2.5206","2.5175","2.5175","2.5175","2.517","2.517","2.517","2.4813","2.4813","2.4813","2.8612","2.8612","2.8612"
"5390","2.5174","2.5174","2.5174","2.5208","2.5208","2.5208","2.5177","2.5177","2.5177","2.5172","2.5172","2.5172","2.4809","2.4809","2.4809","2.8614","2.8614","2.8614"
"5400","2.5189","2.5189","2.5189","2.5223","2.5223","2.5223","2.5192","2.5192","2.5192","2.5187","2.5187","2.5187","2.4807","2.4807","2.4807","2.8607","2.8607","2.8607"
"5410","2.518","2.518","2.518","2.5214","2.5214","2.5214","2.5183","2.5183","2.5183","2.5178","2.5178","2.5178","2.481","2.481","2.481","2.8603","2.8603","2.8603"
"5420","2.5173","2.5173","2.5173","2.5206","2.5206","2.5206","2.5176","2.5176","2.5176","2.5171","2.5171","2.5171","2.4811","2.4811","2.4811","2.8602","2.8602","2.8602"
"5430","2.5168","2.5168","2.5168","2.5202","2.5202","2.5202","2.5172","2.5172","2.5172","2.5167","2.5167","2.5167","2.4809","2.4809","2.4809","2.8595","2.8595","2.8595"
"5440","2.5172","2.5172","2.5172","2.5206","2.5206","2.5206","2.5175","2.5175","2.5175","2.517","2.517","2.517","2.4811","2.4811","2.4811","2.8588","2.8588","2.8588"
"5450","2.5165","2.5165","2.5165","2.52","2.52","2.52","2.5168","2.5168","2.5168","2.5164","2.5164","2.5164","2.4806","2.4806","2.4806","2.8591","2.8591","2.8591"
"5460","2.5157","2.5157","2.5157","2.5191","2.5191","2.5191","2.516","2.516","2.516","2.5156","2.5156","2.5156","2.4806","2.4806","2.4806","2.8594","2.8594","2.8594"
"5470","2.5153","2.5153","2.5153","2.5187","2.5187","2.5187","2.5156","2.5156","2.5156","2.5152","2.5152","2.5152","2.4806","2.4806","2.4806","2.8589","2.8589","2.8589"
"5480","2.5168","2.5168","2.5168","2.5202","2.5202","2.5202","2.5171","2.5171","2.5171","2.5166","2.5166","2.5166","2.4804","2.4804","2.4804","2.8587","2.8587","2.8587"
"5490","2.5169","2.5169","2.5169","2.5203","2.5203","2.5203","2.5172","2.5172","2.5172","2.5167","2.5167","2.5167","2.4805","2.4805","2.4805","2.8586","2.8586","2.8586"
"5500","2.5167","2.5167","2.5167","2.5202","2.5202","2.5202","2.517","2.517","2.517","2.5165","2.5165","2.5165","2.4803","2.4803","2.4803","2.8591","2.8591","2.8591"
"5510","2.5166","2.5166","2.5166","2.5201","2.5201","2.5201","2.5169","2.5169","2.5169","2.5164","2.5164","2.5164","2.4803","2.4803","2.4803","2.8582","2.8582","2.8582"
"5520","2.5165","2.5165","2.5165","2.5199","2.5199","2.5199","2.5168","2.5168","2.5168","2.5163","2.5163","2.5163","2.4794","2.4794","2.4794","2.8585","2.8585","2.8585"
"5530","2.5166","2.5166","2.5166","2.5201","2.5201","2.5201","2.5169","2.5169","2.5169","2.5164","2.5164","2.5164","2.4794","2.4794","2.4794","2.8589","2.8589","2.8589"
"5540","2.516","2.516","2.516","2.5195","2.5195","2.5195","2.5163","2.5163","2.5163","2.5159","2.5159","2.5159","2.4794","2.4794","2.4794","2.859","2.859","2.859"
"5550","2.5171","2.5171","2.5171","2.5207","2.5207","2.5207","2.5174","2.5174","2.5174","2.517","2.517","2.517","2.4796","2.4796","2.4796","2.8588","2.8588","2.8588"
"5560","2.5175","2.5175","2.5175","2.521","2.521","2.521","2.5178","2.5178","2.5178","2.5173","2.5173","2.5173","2.4794","2.4794","2.4794","2.8591","2.8591","2.8591"
"5570","2.5172","2.5172","2.5172","2.5207","2.5207","2.5207","2.5175","2.5175","2.5175","2.517","2.517","2.517","2.4794","2.4794","2.4794","2.8597","2.8597","2.8597"
"5580","2.518","2.518","2.518","2.5215","2.5215","2.5215","2.5182","2.5182","2.5182","2.5178","2.5178","2.5178","2.4799","2.4799","2.4799","2.8596","2.8596","2.8596"
"5590","2.5172","2.5172","2.5172","2.5207","2.5207","2.5207","2.5175","2.5175","2.5175","2.517","2.517","2.517","2.4802","2.4802","2.4802","2.86","2.86","2.86"
"5600","2.516","2.516","2.516","2.5195","2.5195","2.5195","2.5163","2.5163","2.5163","2.5158","2.5158","2.5158","2.4796","2.4796","2.4796","2.8601","2.8601","2.8601"
"5610","2.5155","2.5155","2.5155","2.519","2.519","2.519","2.5158","2.5158","2.5158","2.5153","2.5153","2.5153","2.48","2.48","2.48","2.8599","2.8599","2.8599"
"5620","2.515","2.515","2.515","2.5186","2.5186","2.5186","2.5153","2.5153","2.5153","2.5149","2.5149","2.5149","2.4796","2.4796","2.4796","2.8603","2.8603","2.8603"
"5630","2.5156","2.5156","2.5156","2.5192","2.5192","2.5192","2.5159","2.5159","2.5159","2.5154","2.5154","2.5154","2.4802","2.4802","2.4802","2.8608","2.8608","2.8608"
"5640","2.5167","2.5167","2.5167","2.5202","2.5202","2.5202","2.5169","2.5169","2.5169","2.5165","2.5165","2.5165","2.4798","2.4798","2.4798","2.8609","2.8609","2.8609"
"5650","2.517","2.517","2.517","2.5205","2.5205","2.5205","2.5173","2.5173","2.5173","2.5168","2.5168","2.5168","2.4801","2.4801","2.4801","2.8605","2.8605","2.8605"
"5660","2.5174","2.5174","2.5174","2.5209","2.5209","2.5209","2.5176","2.5176","2.5176","2.5172","2.5172","2.5172","2.3738","2.3738","2.3738","2.8603","2.8603","2.8603"
"5670","2.5173","2.5173","2.5173","2.5208","2.5208","2.5208","2.5175","2.5175","2.5175","2.5171","2.5171","2.5171","2.3812","2.3812","2.3812","2.8601","2.8601","2.8601"
"5680","2.5172","2.5172","2.5172","2.5207","2.5207","2.5207","2.5175","2.5175","2.5175","2.517","2.517","2.517","2.3768","2.3768","2.3768","2.8604","2.8604","2.8604"
"5690","2.5174","2.5174","2.5174","2.5209","2.5209","2.5209","2.5177","2.5177","2.5177","2.5172","2.5172","2.5172","2.3798","2.3798","2.3798","2.8609","2.8609","2.8609"
"5700","2.5176","2.5176","2.5176","2.5212","2.5212","2.5212","2.5179","2.5179","2.5179","2.5174","2.5174","2.5174","2.3832","2.3832","2.3832","2.8614","2.8614","2.8614"
"5710","2.5186","2.5186","2.5186","2.5222","2.5222","2.5222","2.5189","2.5189","2.5189","2.5184","2.5184","2.5184","2.3858","2.3858","2.3858","2.8612","2.8612","2.8612"
"5720","2.5197","2.5197","2.5197","2.5233","2.5233","2.5233","2.52","2.52","2.52","2.5195","2.5195","2.5195","2.3786","2.3786","2.3786","2.8609","2.8609","2.8609"
"5730","2.5191","2.5191","2.5191","2.5227","2.5227","2.5227","2.5194","2.5194","2.5194","2.5189","2.5189","2.5189","2.378","2.378","2.378","2.8612","2.8612","2.8612"
"5740","2.5194","2.5194","2.5194","2.523","2.523","2.523","2.5197","2.5197","2.5197","2.5192","2.5192","2.5192","2.3852","2.3852","2.3852","2.8609","2.8609","2.8609"
