"Step","ruby-20231106_104248 - train_loss","ruby-20231106_104248 - train_loss__MIN","ruby-20231106_104248 - train_loss__MAX","php-20231102_160100 - train_loss","php-20231102_160100 - train_loss__MIN","php-20231102_160100 - train_loss__MAX","java-20231101_090754 - train_loss","java-20231101_090754 - train_loss__MIN","java-20231101_090754 - train_loss__MAX","go-20231031_120958 - train_loss","go-20231031_120958 - train_loss__MIN","go-20231031_120958 - train_loss__MAX","javascript-20231029_122314 - train_loss","javascript-20231029_122314 - train_loss__MIN","javascript-20231029_122314 - train_loss__MAX","python-20231028_204326 - train_loss","python-20231028_204326 - train_loss__MIN","python-20231028_204326 - train_loss__MAX"
"2920","2.8016","2.8016","2.8016","3.5252","3.5252","3.5252","3.6279","3.6279","3.6279","","","","2.4096","2.4096","2.4096","2.5489","2.5489","2.5489"
"2930","2.8702","2.8702","2.8702","3.5219","3.5219","3.5219","3.6249","3.6249","3.6249","","","","2.4087","2.4087","2.4087","2.5377","2.5377","2.5377"
"2940","2.9024","2.9024","2.9024","3.5186","3.5186","3.5186","3.622","3.622","3.622","","","","2.4073","2.4073","2.4073","2.5279","2.5279","2.5279"
"2950","2.9077","2.9077","2.9077","3.5154","3.5154","3.5154","3.6187","3.6187","3.6187","","","","2.4059","2.4059","2.4059","2.5322","2.5322","2.5322"
"2960","2.9057","2.9057","2.9057","3.5123","3.5123","3.5123","3.6156","3.6156","3.6156","","","","2.4034","2.4034","2.4034","2.5319","2.5319","2.5319"
"2970","2.9086","2.9086","2.9086","3.5089","3.5089","3.5089","3.6127","3.6127","3.6127","","","","2.4042","2.4042","2.4042","2.5264","2.5264","2.5264"
"2980","2.9002","2.9002","2.9002","3.506","3.506","3.506","3.6096","3.6096","3.6096","","","","2.403","2.403","2.403","2.5233","2.5233","2.5233"
"2990","2.8996","2.8996","2.8996","3.5027","3.5027","3.5027","3.6065","3.6065","3.6065","","","","2.403","2.403","2.403","2.5272","2.5272","2.5272"
"3000","2.897","2.897","2.897","3.4993","3.4993","3.4993","3.6035","3.6035","3.6035","","","","2.4025","2.4025","2.4025","2.5261","2.5261","2.5261"
"3010","2.8947","2.8947","2.8947","3.4962","3.4962","3.4962","3.6004","3.6004","3.6004","","","","2.4018","2.4018","2.4018","2.527","2.527","2.527"
"3020","2.8934","2.8934","2.8934","3.4933","3.4933","3.4933","3.5974","3.5974","3.5974","","","","2.4003","2.4003","2.4003","2.5301","2.5301","2.5301"
"3030","2.8963","2.8963","2.8963","3.4903","3.4903","3.4903","3.5946","3.5946","3.5946","","","","2.3983","2.3983","2.3983","2.5262","2.5262","2.5262"
"3040","2.8946","2.8946","2.8946","3.4871","3.4871","3.4871","3.5918","3.5918","3.5918","","","","2.3983","2.3983","2.3983","2.525","2.525","2.525"
"3050","2.8937","2.8937","2.8937","3.484","3.484","3.484","3.5886","3.5886","3.5886","","","","2.3989","2.3989","2.3989","2.5241","2.5241","2.5241"
"3060","2.8887","2.8887","2.8887","3.4807","3.4807","3.4807","3.5859","3.5859","3.5859","","","","2.3974","2.3974","2.3974","2.5267","2.5267","2.5267"
"3070","2.8886","2.8886","2.8886","3.4777","3.4777","3.4777","3.5829","3.5829","3.5829","","","","2.3955","2.3955","2.3955","2.5315","2.5315","2.5315"
"3080","2.8846","2.8846","2.8846","3.4749","3.4749","3.4749","3.5797","3.5797","3.5797","","","","2.3953","2.3953","2.3953","2.5311","2.5311","2.5311"
"3090","2.8843","2.8843","2.8843","3.4721","3.4721","3.4721","3.5767","3.5767","3.5767","","","","2.3933","2.3933","2.3933","2.5311","2.5311","2.5311"
"3100","2.886","2.886","2.886","3.4692","3.4692","3.4692","3.5737","3.5737","3.5737","","","","2.3933","2.3933","2.3933","2.5325","2.5325","2.5325"
"3110","2.8851","2.8851","2.8851","3.4661","3.4661","3.4661","3.5706","3.5706","3.5706","","","","2.3931","2.3931","2.3931","2.5312","2.5312","2.5312"
"3120","2.8849","2.8849","2.8849","3.4633","3.4633","3.4633","3.5676","3.5676","3.5676","","","","2.3925","2.3925","2.3925","2.5298","2.5298","2.5298"
"3130","2.8858","2.8858","2.8858","3.4604","3.4604","3.4604","3.5647","3.5647","3.5647","","","","2.3915","2.3915","2.3915","2.5306","2.5306","2.5306"
"3140","2.8828","2.8828","2.8828","3.4571","3.4571","3.4571","3.5617","3.5617","3.5617","","","","2.3909","2.3909","2.3909","2.5287","2.5287","2.5287"
"3150","2.8829","2.8829","2.8829","3.454","3.454","3.454","3.5587","3.5587","3.5587","","","","2.3904","2.3904","2.3904","2.5294","2.5294","2.5294"
"3160","2.8831","2.8831","2.8831","3.4512","3.4512","3.4512","3.5557","3.5557","3.5557","","","","2.3894","2.3894","2.3894","2.5285","2.5285","2.5285"
"3170","2.8814","2.8814","2.8814","3.4483","3.4483","3.4483","3.5529","3.5529","3.5529","","","","2.3888","2.3888","2.3888","2.5284","2.5284","2.5284"
"3180","2.8814","2.8814","2.8814","3.4452","3.4452","3.4452","3.5501","3.5501","3.5501","","","","2.3898","2.3898","2.3898","2.528","2.528","2.528"
"3190","2.8775","2.8775","2.8775","3.4422","3.4422","3.4422","3.5472","3.5472","3.5472","","","","2.3894","2.3894","2.3894","2.5266","2.5266","2.5266"
"3200","2.8754","2.8754","2.8754","3.4394","3.4394","3.4394","3.5443","3.5443","3.5443","","","","2.388","2.388","2.388","2.5265","2.5265","2.5265"
"3210","2.8755","2.8755","2.8755","3.4367","3.4367","3.4367","3.5416","3.5416","3.5416","","","","2.3861","2.3861","2.3861","2.5261","2.5261","2.5261"
"3220","2.8751","2.8751","2.8751","3.434","3.434","3.434","3.5388","3.5388","3.5388","","","","2.3854","2.3854","2.3854","2.5238","2.5238","2.5238"
"3230","2.8753","2.8753","2.8753","3.4313","3.4313","3.4313","3.5359","3.5359","3.5359","","","","2.3844","2.3844","2.3844","2.5227","2.5227","2.5227"
"3240","2.8752","2.8752","2.8752","3.4284","3.4284","3.4284","3.5333","3.5333","3.5333","","","","2.3837","2.3837","2.3837","2.521","2.521","2.521"
"3250","2.872","2.872","2.872","3.4259","3.4259","3.4259","3.5306","3.5306","3.5306","","","","2.383","2.383","2.383","2.5198","2.5198","2.5198"
"3260","2.8708","2.8708","2.8708","3.4231","3.4231","3.4231","3.528","3.528","3.528","","","","2.3825","2.3825","2.3825","2.5165","2.5165","2.5165"
"3270","2.8701","2.8701","2.8701","3.4205","3.4205","3.4205","3.5251","3.5251","3.5251","","","","2.382","2.382","2.382","2.5156","2.5156","2.5156"
"3280","2.8695","2.8695","2.8695","3.4176","3.4176","3.4176","3.5224","3.5224","3.5224","","","","2.3809","2.3809","2.3809","2.514","2.514","2.514"
"3290","2.8704","2.8704","2.8704","3.4148","3.4148","3.4148","3.5198","3.5198","3.5198","","","","2.3812","2.3812","2.3812","2.5123","2.5123","2.5123"
"3300","2.8685","2.8685","2.8685","3.412","3.412","3.412","3.5171","3.5171","3.5171","","","","2.3803","2.3803","2.3803","2.5119","2.5119","2.5119"
"3310","2.8686","2.8686","2.8686","3.4092","3.4092","3.4092","3.5143","3.5143","3.5143","","","","2.3793","2.3793","2.3793","2.5122","2.5122","2.5122"
"3320","2.868","2.868","2.868","3.4065","3.4065","3.4065","3.5114","3.5114","3.5114","","","","2.379","2.379","2.379","2.5117","2.5117","2.5117"
"3330","2.8668","2.8668","2.8668","3.4036","3.4036","3.4036","3.5088","3.5088","3.5088","","","","2.3782","2.3782","2.3782","2.5109","2.5109","2.5109"
"3340","2.8688","2.8688","2.8688","3.4009","3.4009","3.4009","3.5063","3.5063","3.5063","","","","2.3777","2.3777","2.3777","2.5094","2.5094","2.5094"
"3350","2.8673","2.8673","2.8673","3.3982","3.3982","3.3982","3.5038","3.5038","3.5038","","","","2.377","2.377","2.377","2.5073","2.5073","2.5073"
"3360","2.8672","2.8672","2.8672","3.3953","3.3953","3.3953","3.501","3.501","3.501","","","","2.3773","2.3773","2.3773","2.5071","2.5071","2.5071"
"3370","2.8674","2.8674","2.8674","3.3926","3.3926","3.3926","3.4984","3.4984","3.4984","","","","2.3767","2.3767","2.3767","2.5072","2.5072","2.5072"
"3380","2.8677","2.8677","2.8677","3.3899","3.3899","3.3899","3.4956","3.4956","3.4956","","","","2.3759","2.3759","2.3759","2.5063","2.5063","2.5063"
"3390","2.8664","2.8664","2.8664","3.3874","3.3874","3.3874","3.493","3.493","3.493","","","","2.3747","2.3747","2.3747","2.5067","2.5067","2.5067"
"3400","2.8652","2.8652","2.8652","3.3848","3.3848","3.3848","3.4904","3.4904","3.4904","","","","2.3748","2.3748","2.3748","2.5059","2.5059","2.5059"
"3410","2.8643","2.8643","2.8643","3.3821","3.3821","3.3821","3.4877","3.4877","3.4877","","","","2.3747","2.3747","2.3747","2.5061","2.5061","2.5061"
"3420","2.8635","2.8635","2.8635","3.3795","3.3795","3.3795","3.4852","3.4852","3.4852","","","","2.3739","2.3739","2.3739","2.5066","2.5066","2.5066"
"3430","2.8609","2.8609","2.8609","3.3768","3.3768","3.3768","3.4826","3.4826","3.4826","","","","2.3738","2.3738","2.3738","2.5062","2.5062","2.5062"
"3440","2.8601","2.8601","2.8601","3.3741","3.3741","3.3741","3.4801","3.4801","3.4801","","","","2.3733","2.3733","2.3733","2.5054","2.5054","2.5054"
"3450","2.8592","2.8592","2.8592","3.3713","3.3713","3.3713","3.4775","3.4775","3.4775","","","","2.3732","2.3732","2.3732","2.5048","2.5048","2.5048"
"3460","2.8601","2.8601","2.8601","3.3687","3.3687","3.3687","3.4751","3.4751","3.4751","","","","2.3728","2.3728","2.3728","2.504","2.504","2.504"
"3470","2.8589","2.8589","2.8589","3.3662","3.3662","3.3662","3.4725","3.4725","3.4725","","","","2.3727","2.3727","2.3727","2.5044","2.5044","2.5044"
"3480","2.8579","2.8579","2.8579","3.3636","3.3636","3.3636","3.47","3.47","3.47","","","","2.3719","2.3719","2.3719","2.5033","2.5033","2.5033"
"3490","2.8572","2.8572","2.8572","3.3609","3.3609","3.3609","3.4672","3.4672","3.4672","","","","2.3709","2.3709","2.3709","2.5033","2.5033","2.5033"
"3500","2.8566","2.8566","2.8566","3.3585","3.3585","3.3585","3.4647","3.4647","3.4647","","","","2.3707","2.3707","2.3707","2.5028","2.5028","2.5028"
"3510","2.8556","2.8556","2.8556","3.3559","3.3559","3.3559","3.4622","3.4622","3.4622","","","","2.3694","2.3694","2.3694","2.5022","2.5022","2.5022"
"3520","2.856","2.856","2.856","3.3533","3.3533","3.3533","3.4598","3.4598","3.4598","","","","2.3687","2.3687","2.3687","2.5013","2.5013","2.5013"
"3530","2.855","2.855","2.855","3.3511","3.3511","3.3511","3.4571","3.4571","3.4571","","","","2.368","2.368","2.368","2.5009","2.5009","2.5009"
"3540","2.8554","2.8554","2.8554","3.3484","3.3484","3.3484","3.4548","3.4548","3.4548","","","","2.3678","2.3678","2.3678","2.5005","2.5005","2.5005"
"3550","2.8543","2.8543","2.8543","3.3458","3.3458","3.3458","3.4524","3.4524","3.4524","","","","2.3674","2.3674","2.3674","2.4995","2.4995","2.4995"
"3560","2.8537","2.8537","2.8537","3.3435","3.3435","3.3435","3.4499","3.4499","3.4499","","","","2.3663","2.3663","2.3663","2.4987","2.4987","2.4987"
"3570","2.8538","2.8538","2.8538","3.3412","3.3412","3.3412","3.4474","3.4474","3.4474","","","","2.366","2.366","2.366","2.4975","2.4975","2.4975"
"3580","2.8537","2.8537","2.8537","3.3388","3.3388","3.3388","3.445","3.445","3.445","","","","2.3645","2.3645","2.3645","2.4968","2.4968","2.4968"
"3590","2.8535","2.8535","2.8535","3.3363","3.3363","3.3363","3.4425","3.4425","3.4425","","","","2.3641","2.3641","2.3641","2.4961","2.4961","2.4961"
"3600","2.8532","2.8532","2.8532","3.3337","3.3337","3.3337","3.4401","3.4401","3.4401","","","","2.3629","2.3629","2.3629","2.4955","2.4955","2.4955"
"3610","2.8531","2.8531","2.8531","3.3312","3.3312","3.3312","3.4377","3.4377","3.4377","","","","2.3622","2.3622","2.3622","2.4958","2.4958","2.4958"
"3620","2.8527","2.8527","2.8527","3.3287","3.3287","3.3287","3.4353","3.4353","3.4353","","","","2.3611","2.3611","2.3611","2.4952","2.4952","2.4952"
"3630","2.8515","2.8515","2.8515","3.3261","3.3261","3.3261","3.4326","3.4326","3.4326","","","","2.3603","2.3603","2.3603","2.4944","2.4944","2.4944"
"3640","2.8515","2.8515","2.8515","3.3237","3.3237","3.3237","3.4304","3.4304","3.4304","","","","2.3595","2.3595","2.3595","2.4941","2.4941","2.4941"
"3650","2.8516","2.8516","2.8516","3.3211","3.3211","3.3211","3.4279","3.4279","3.4279","","","","2.359","2.359","2.359","2.4938","2.4938","2.4938"
"3660","2.8511","2.8511","2.8511","3.3187","3.3187","3.3187","3.4257","3.4257","3.4257","","","","2.3583","2.3583","2.3583","2.4928","2.4928","2.4928"
"3670","2.8511","2.8511","2.8511","3.3163","3.3163","3.3163","3.4232","3.4232","3.4232","","","","2.3574","2.3574","2.3574","2.4923","2.4923","2.4923"
"3680","2.8507","2.8507","2.8507","3.3139","3.3139","3.3139","3.4208","3.4208","3.4208","","","","2.357","2.357","2.357","2.4915","2.4915","2.4915"
"3690","2.8493","2.8493","2.8493","3.3114","3.3114","3.3114","3.4184","3.4184","3.4184","","","","2.3563","2.3563","2.3563","2.491","2.491","2.491"
"3700","2.8487","2.8487","2.8487","3.309","3.309","3.309","3.4161","3.4161","3.4161","","","","2.3559","2.3559","2.3559","2.4906","2.4906","2.4906"
"3710","2.847","2.847","2.847","3.3064","3.3064","3.3064","3.4137","3.4137","3.4137","","","","2.3548","2.3548","2.3548","2.49","2.49","2.49"
"3720","2.8468","2.8468","2.8468","3.304","3.304","3.304","3.4114","3.4114","3.4114","","","","2.3532","2.3532","2.3532","2.4897","2.4897","2.4897"
"3730","2.8452","2.8452","2.8452","3.3016","3.3016","3.3016","3.4092","3.4092","3.4092","","","","2.3525","2.3525","2.3525","2.49","2.49","2.49"
"3740","2.8447","2.8447","2.8447","3.2995","3.2995","3.2995","3.4068","3.4068","3.4068","","","","2.3516","2.3516","2.3516","2.4893","2.4893","2.4893"
"3750","2.8444","2.8444","2.8444","3.2972","3.2972","3.2972","3.4043","3.4043","3.4043","","","","2.3508","2.3508","2.3508","2.4883","2.4883","2.4883"
"3760","2.8439","2.8439","2.8439","3.2949","3.2949","3.2949","3.402","3.402","3.402","","","","2.3503","2.3503","2.3503","2.4872","2.4872","2.4872"
"3770","2.8433","2.8433","2.8433","3.2924","3.2924","3.2924","3.3998","3.3998","3.3998","","","","2.35","2.35","2.35","2.487","2.487","2.487"
"3780","2.8424","2.8424","2.8424","3.2901","3.2901","3.2901","3.3975","3.3975","3.3975","","","","2.349","2.349","2.349","2.4857","2.4857","2.4857"
"3790","2.8416","2.8416","2.8416","3.2878","3.2878","3.2878","3.3951","3.3951","3.3951","","","","2.3483","2.3483","2.3483","2.4849","2.4849","2.4849"
"3800","2.8419","2.8419","2.8419","3.2853","3.2853","3.2853","3.393","3.393","3.393","","","","2.3477","2.3477","2.3477","2.4848","2.4848","2.4848"
"3810","2.8411","2.8411","2.8411","3.2829","3.2829","3.2829","3.3906","3.3906","3.3906","","","","2.3472","2.3472","2.3472","2.485","2.485","2.485"
"3820","2.8406","2.8406","2.8406","3.2805","3.2805","3.2805","3.3881","3.3881","3.3881","","","","2.3464","2.3464","2.3464","2.4841","2.4841","2.4841"
"3830","2.8396","2.8396","2.8396","3.278","3.278","3.278","3.3861","3.3861","3.3861","","","","2.346","2.346","2.346","2.4832","2.4832","2.4832"
"3840","2.839","2.839","2.839","3.2759","3.2759","3.2759","3.3839","3.3839","3.3839","","","","2.3452","2.3452","2.3452","2.4823","2.4823","2.4823"
"3850","2.8379","2.8379","2.8379","3.2737","3.2737","3.2737","3.3817","3.3817","3.3817","","","","2.3443","2.3443","2.3443","2.4817","2.4817","2.4817"
"3860","2.8374","2.8374","2.8374","3.2715","3.2715","3.2715","3.3796","3.3796","3.3796","","","","2.3434","2.3434","2.3434","2.4806","2.4806","2.4806"
"3870","2.8369","2.8369","2.8369","3.2693","3.2693","3.2693","3.3775","3.3775","3.3775","","","","2.343","2.343","2.343","2.4797","2.4797","2.4797"
"3880","2.8366","2.8366","2.8366","3.267","3.267","3.267","3.3753","3.3753","3.3753","","","","2.3425","2.3425","2.3425","2.4787","2.4787","2.4787"
"3890","2.8362","2.8362","2.8362","3.2649","3.2649","3.2649","3.3732","3.3732","3.3732","","","","2.3418","2.3418","2.3418","2.4788","2.4788","2.4788"
"3900","2.8356","2.8356","2.8356","3.2625","3.2625","3.2625","3.3709","3.3709","3.3709","","","","2.3412","2.3412","2.3412","2.478","2.478","2.478"
"3910","2.8338","2.8338","2.8338","3.2604","3.2604","3.2604","3.3688","3.3688","3.3688","","","","2.3406","2.3406","2.3406","2.4767","2.4767","2.4767"
"3920","2.8332","2.8332","2.8332","3.258","3.258","3.258","3.3665","3.3665","3.3665","","","","2.3397","2.3397","2.3397","2.4762","2.4762","2.4762"
"3930","2.8323","2.8323","2.8323","3.2557","3.2557","3.2557","3.3641","3.3641","3.3641","","","","2.3394","2.3394","2.3394","2.4756","2.4756","2.4756"
"3940","2.8313","2.8313","2.8313","3.2536","3.2536","3.2536","3.3619","3.3619","3.3619","","","","2.3388","2.3388","2.3388","2.4749","2.4749","2.4749"
"3950","2.831","2.831","2.831","3.2516","3.2516","3.2516","3.3598","3.3598","3.3598","","","","2.339","2.339","2.339","2.4744","2.4744","2.4744"
"3960","2.8301","2.8301","2.8301","3.2494","3.2494","3.2494","3.3575","3.3575","3.3575","","","","2.3384","2.3384","2.3384","2.4738","2.4738","2.4738"
"3970","2.8298","2.8298","2.8298","3.2472","3.2472","3.2472","3.3555","3.3555","3.3555","","","","2.3376","2.3376","2.3376","2.4728","2.4728","2.4728"
"3980","2.829","2.829","2.829","3.2451","3.2451","3.2451","3.3532","3.3532","3.3532","","","","2.3372","2.3372","2.3372","2.472","2.472","2.472"
"3990","2.8286","2.8286","2.8286","3.243","3.243","3.243","3.3512","3.3512","3.3512","","","","2.3368","2.3368","2.3368","2.4715","2.4715","2.4715"
"4000","2.8277","2.8277","2.8277","3.2409","3.2409","3.2409","3.3491","3.3491","3.3491","","","","2.336","2.336","2.336","2.4701","2.4701","2.4701"
"4010","2.8272","2.8272","2.8272","3.2389","3.2389","3.2389","3.347","3.347","3.347","","","","2.3356","2.3356","2.3356","2.4699","2.4699","2.4699"
"4020","2.8269","2.8269","2.8269","3.2368","3.2368","3.2368","3.3448","3.3448","3.3448","","","","2.3349","2.3349","2.3349","2.4695","2.4695","2.4695"
"4030","2.8267","2.8267","2.8267","3.2347","3.2347","3.2347","3.3428","3.3428","3.3428","","","","2.3345","2.3345","2.3345","2.4693","2.4693","2.4693"
"4040","2.8258","2.8258","2.8258","3.2326","3.2326","3.2326","3.3407","3.3407","3.3407","","","","2.3338","2.3338","2.3338","2.4682","2.4682","2.4682"
"4050","2.8253","2.8253","2.8253","3.2306","3.2306","3.2306","3.3384","3.3384","3.3384","","","","2.3334","2.3334","2.3334","2.4676","2.4676","2.4676"
"4060","2.8253","2.8253","2.8253","3.2285","3.2285","3.2285","3.3363","3.3363","3.3363","","","","2.3328","2.3328","2.3328","2.4667","2.4667","2.4667"
"4070","2.8245","2.8245","2.8245","3.2264","3.2264","3.2264","3.3342","3.3342","3.3342","","","","2.332","2.332","2.332","2.4662","2.4662","2.4662"
"4080","2.8241","2.8241","2.8241","3.2243","3.2243","3.2243","3.3322","3.3322","3.3322","","","","2.3315","2.3315","2.3315","2.4661","2.4661","2.4661"
"4090","2.8232","2.8232","2.8232","3.2222","3.2222","3.2222","3.3302","3.3302","3.3302","","","","2.3312","2.3312","2.3312","2.4653","2.4653","2.4653"
"4100","2.8223","2.8223","2.8223","3.2203","3.2203","3.2203","3.328","3.328","3.328","","","","2.3306","2.3306","2.3306","2.4643","2.4643","2.4643"
"4110","2.8216","2.8216","2.8216","3.2183","3.2183","3.2183","3.326","3.326","3.326","","","","2.33","2.33","2.33","2.4634","2.4634","2.4634"
"4120","2.821","2.821","2.821","3.2163","3.2163","3.2163","3.3239","3.3239","3.3239","","","","2.3293","2.3293","2.3293","2.4625","2.4625","2.4625"
"4130","2.8206","2.8206","2.8206","3.2143","3.2143","3.2143","3.3218","3.3218","3.3218","","","","2.3288","2.3288","2.3288","2.4614","2.4614","2.4614"
"4140","2.8202","2.8202","2.8202","3.2123","3.2123","3.2123","3.3198","3.3198","3.3198","","","","2.3283","2.3283","2.3283","2.4606","2.4606","2.4606"
"4150","2.8199","2.8199","2.8199","3.2103","3.2103","3.2103","3.3177","3.3177","3.3177","","","","2.3271","2.3271","2.3271","2.46","2.46","2.46"
"4160","2.8191","2.8191","2.8191","3.2085","3.2085","3.2085","3.3157","3.3157","3.3157","","","","2.3266","2.3266","2.3266","2.4591","2.4591","2.4591"
"4170","2.8186","2.8186","2.8186","3.2063","3.2063","3.2063","3.3135","3.3135","3.3135","","","","2.3263","2.3263","2.3263","2.4581","2.4581","2.4581"
"4180","2.8182","2.8182","2.8182","3.2042","3.2042","3.2042","3.3113","3.3113","3.3113","","","","2.3261","2.3261","2.3261","2.4568","2.4568","2.4568"
"4190","2.818","2.818","2.818","3.2021","3.2021","3.2021","3.3093","3.3093","3.3093","","","","2.3258","2.3258","2.3258","2.4559","2.4559","2.4559"
"4200","2.8172","2.8172","2.8172","3.2","3.2","3.2","3.3076","3.3076","3.3076","","","","2.3251","2.3251","2.3251","2.4555","2.4555","2.4555"
"4210","2.8173","2.8173","2.8173","3.1978","3.1978","3.1978","3.3057","3.3057","3.3057","","","","2.3239","2.3239","2.3239","2.455","2.455","2.455"
"4220","2.8167","2.8167","2.8167","3.1958","3.1958","3.1958","3.3038","3.3038","3.3038","","","","2.3236","2.3236","2.3236","2.4546","2.4546","2.4546"
"4230","2.8167","2.8167","2.8167","3.1939","3.1939","3.1939","3.3018","3.3018","3.3018","","","","2.3231","2.3231","2.3231","2.4541","2.4541","2.4541"
"4240","2.8162","2.8162","2.8162","3.1921","3.1921","3.1921","3.2998","3.2998","3.2998","","","","2.3229","2.3229","2.3229","2.4536","2.4536","2.4536"
"4250","2.8156","2.8156","2.8156","3.1902","3.1902","3.1902","3.2978","3.2978","3.2978","","","","2.3223","2.3223","2.3223","2.453","2.453","2.453"
"4260","2.8152","2.8152","2.8152","3.1884","3.1884","3.1884","3.2959","3.2959","3.2959","","","","2.322","2.322","2.322","2.4525","2.4525","2.4525"
"4270","2.8141","2.8141","2.8141","3.1864","3.1864","3.1864","3.2939","3.2939","3.2939","","","","2.3215","2.3215","2.3215","2.4517","2.4517","2.4517"
"4280","2.8138","2.8138","2.8138","3.1844","3.1844","3.1844","3.2921","3.2921","3.2921","","","","2.3207","2.3207","2.3207","2.4509","2.4509","2.4509"
"4290","2.8133","2.8133","2.8133","3.1825","3.1825","3.1825","3.29","3.29","3.29","","","","2.3203","2.3203","2.3203","2.4502","2.4502","2.4502"
"4300","2.8128","2.8128","2.8128","3.1805","3.1805","3.1805","3.2882","3.2882","3.2882","","","","2.3196","2.3196","2.3196","2.45","2.45","2.45"
"4310","2.812","2.812","2.812","3.1785","3.1785","3.1785","3.2862","3.2862","3.2862","","","","2.3192","2.3192","2.3192","2.4491","2.4491","2.4491"
"4320","2.8114","2.8114","2.8114","3.1766","3.1766","3.1766","3.2844","3.2844","3.2844","","","","2.3187","2.3187","2.3187","2.4484","2.4484","2.4484"
"4330","2.8109","2.8109","2.8109","3.1745","3.1745","3.1745","3.2826","3.2826","3.2826","","","","2.3182","2.3182","2.3182","2.448","2.448","2.448"
"4340","2.8101","2.8101","2.8101","3.1727","3.1727","3.1727","3.2806","3.2806","3.2806","","","","2.3178","2.3178","2.3178","2.4475","2.4475","2.4475"
"4350","2.8093","2.8093","2.8093","3.1708","3.1708","3.1708","3.2788","3.2788","3.2788","","","","2.3174","2.3174","2.3174","2.4468","2.4468","2.4468"
"4360","2.8088","2.8088","2.8088","3.169","3.169","3.169","3.2769","3.2769","3.2769","","","","2.3166","2.3166","2.3166","2.4462","2.4462","2.4462"
"4370","2.8085","2.8085","2.8085","3.1672","3.1672","3.1672","3.2749","3.2749","3.2749","","","","2.3162","2.3162","2.3162","2.4452","2.4452","2.4452"
"4380","2.8079","2.8079","2.8079","3.1652","3.1652","3.1652","3.2729","3.2729","3.2729","","","","2.3159","2.3159","2.3159","2.445","2.445","2.445"
"4390","2.8074","2.8074","2.8074","3.1634","3.1634","3.1634","3.271","3.271","3.271","","","","2.3152","2.3152","2.3152","2.4442","2.4442","2.4442"
"4400","2.8072","2.8072","2.8072","3.1614","3.1614","3.1614","3.2692","3.2692","3.2692","","","","2.3144","2.3144","2.3144","2.4436","2.4436","2.4436"
"4410","2.8068","2.8068","2.8068","3.1596","3.1596","3.1596","3.2675","3.2675","3.2675","","","","2.3141","2.3141","2.3141","2.4434","2.4434","2.4434"
"4420","2.8063","2.8063","2.8063","3.1578","3.1578","3.1578","3.2657","3.2657","3.2657","","","","2.3135","2.3135","2.3135","2.4427","2.4427","2.4427"
"4430","2.8057","2.8057","2.8057","3.1559","3.1559","3.1559","3.2639","3.2639","3.2639","","","","2.313","2.313","2.313","2.4418","2.4418","2.4418"
"4440","2.805","2.805","2.805","3.1539","3.1539","3.1539","3.262","3.262","3.262","","","","2.3122","2.3122","2.3122","2.4417","2.4417","2.4417"
"4450","2.8045","2.8045","2.8045","3.1521","3.1521","3.1521","3.2603","3.2603","3.2603","","","","2.3114","2.3114","2.3114","2.4409","2.4409","2.4409"
"4460","2.8037","2.8037","2.8037","3.1503","3.1503","3.1503","3.2584","3.2584","3.2584","","","","2.311","2.311","2.311","2.4406","2.4406","2.4406"
"4470","2.8035","2.8035","2.8035","3.1485","3.1485","3.1485","3.2566","3.2566","3.2566","","","","2.3107","2.3107","2.3107","2.4399","2.4399","2.4399"
"4480","2.8026","2.8026","2.8026","3.1467","3.1467","3.1467","3.2547","3.2547","3.2547","","","","2.3104","2.3104","2.3104","2.4398","2.4398","2.4398"
"4490","2.8018","2.8018","2.8018","3.1448","3.1448","3.1448","3.253","3.253","3.253","","","","2.3098","2.3098","2.3098","2.4389","2.4389","2.4389"
"4500","2.8013","2.8013","2.8013","3.1429","3.1429","3.1429","3.251","3.251","3.251","","","","2.3096","2.3096","2.3096","2.4384","2.4384","2.4384"
"4510","2.8003","2.8003","2.8003","3.141","3.141","3.141","3.249","3.249","3.249","","","","2.3091","2.3091","2.3091","2.4383","2.4383","2.4383"
"4520","2.7994","2.7994","2.7994","3.1391","3.1391","3.1391","3.2471","3.2471","3.2471","","","","2.3089","2.3089","2.3089","2.4379","2.4379","2.4379"
"4530","2.799","2.799","2.799","3.1372","3.1372","3.1372","3.2455","3.2455","3.2455","","","","2.3085","2.3085","2.3085","2.4371","2.4371","2.4371"
"4540","2.7984","2.7984","2.7984","3.1356","3.1356","3.1356","3.2438","3.2438","3.2438","","","","2.308","2.308","2.308","2.4368","2.4368","2.4368"
"4550","2.7978","2.7978","2.7978","3.1338","3.1338","3.1338","3.2419","3.2419","3.2419","","","","2.3078","2.3078","2.3078","2.436","2.436","2.436"
"4560","2.7972","2.7972","2.7972","3.1321","3.1321","3.1321","3.2401","3.2401","3.2401","","","","2.3074","2.3074","2.3074","2.4356","2.4356","2.4356"
"4570","2.7968","2.7968","2.7968","3.1303","3.1303","3.1303","3.2382","3.2382","3.2382","","","","2.3066","2.3066","2.3066","2.4351","2.4351","2.4351"
"4580","2.7963","2.7963","2.7963","3.1284","3.1284","3.1284","3.2362","3.2362","3.2362","","","","2.3062","2.3062","2.3062","2.4344","2.4344","2.4344"
