"Step","ruby-20231106_104248 - train_loss","ruby-20231106_104248 - train_loss__MIN","ruby-20231106_104248 - train_loss__MAX","php-20231102_160100 - train_loss","php-20231102_160100 - train_loss__MIN","php-20231102_160100 - train_loss__MAX","java-20231101_090754 - train_loss","java-20231101_090754 - train_loss__MIN","java-20231101_090754 - train_loss__MAX","go-20231031_120958 - train_loss","go-20231031_120958 - train_loss__MIN","go-20231031_120958 - train_loss__MAX","javascript-20231029_122314 - train_loss","javascript-20231029_122314 - train_loss__MIN","javascript-20231029_122314 - train_loss__MAX","python-20231028_204326 - train_loss","python-20231028_204326 - train_loss__MIN","python-20231028_204326 - train_loss__MAX"
"12420","","","","1.8615","1.8615","1.8615","1.8505","1.8505","1.8505","","","","","","","","",""
"12430","","","","1.8612","1.8612","1.8612","1.8511","1.8511","1.8511","","","","","","","","",""
"12440","","","","1.8611","1.8611","1.8611","1.8507","1.8507","1.8507","","","","","","","","",""
"12450","","","","1.861","1.861","1.861","1.851","1.851","1.851","","","","","","","","",""
"12460","","","","1.861","1.861","1.861","1.8509","1.8509","1.8509","","","","","","","","",""
"12470","","","","1.861","1.861","1.861","1.8514","1.8514","1.8514","","","","","","","","",""
"12480","","","","1.8609","1.8609","1.8609","1.852","1.852","1.852","","","","","","","","",""
"12490","","","","1.861","1.861","1.861","1.8513","1.8513","1.8513","","","","","","","","",""
"12500","","","","1.861","1.861","1.861","1.8515","1.8515","1.8515","","","","","","","","",""
"12510","","","","1.861","1.861","1.861","1.8515","1.8515","1.8515","","","","","","","","",""
"12520","","","","1.8606","1.8606","1.8606","1.8511","1.8511","1.8511","","","","","","","","",""
"12530","","","","1.8605","1.8605","1.8605","1.8517","1.8517","1.8517","","","","","","","","",""
"12540","","","","1.8604","1.8604","1.8604","1.8518","1.8518","1.8518","","","","","","","","",""
"12550","","","","1.8603","1.8603","1.8603","1.851","1.851","1.851","","","","","","","","",""
"12560","","","","1.86","1.86","1.86","1.8508","1.8508","1.8508","","","","","","","","",""
"12570","","","","1.86","1.86","1.86","1.8503","1.8503","1.8503","","","","","","","","",""
"12580","","","","1.8597","1.8597","1.8597","1.8505","1.8505","1.8505","","","","","","","","",""
"12590","","","","1.8594","1.8594","1.8594","1.85","1.85","1.85","","","","","","","","",""
"12600","","","","1.8593","1.8593","1.8593","1.8495","1.8495","1.8495","","","","","","","","",""
"12610","","","","1.8592","1.8592","1.8592","1.8489","1.8489","1.8489","","","","","","","","",""
"12620","","","","1.8591","1.8591","1.8591","1.849","1.849","1.849","","","","","","","","",""
"12630","","","","1.8591","1.8591","1.8591","1.8493","1.8493","1.8493","","","","","","","","",""
"12640","","","","1.859","1.859","1.859","1.85","1.85","1.85","","","","","","","","",""
"12650","","","","1.859","1.859","1.859","1.849","1.849","1.849","","","","","","","","",""
"12660","","","","1.8587","1.8587","1.8587","1.8481","1.8481","1.8481","","","","","","","","",""
"12670","","","","1.8586","1.8586","1.8586","1.8481","1.8481","1.8481","","","","","","","","",""
"12680","","","","1.8584","1.8584","1.8584","1.8468","1.8468","1.8468","","","","","","","","",""
"12690","","","","1.8583","1.8583","1.8583","1.847","1.847","1.847","","","","","","","","",""
"12700","","","","1.8585","1.8585","1.8585","1.8466","1.8466","1.8466","","","","","","","","",""
"12710","","","","1.8584","1.8584","1.8584","1.8464","1.8464","1.8464","","","","","","","","",""
"12720","","","","1.8584","1.8584","1.8584","1.8455","1.8455","1.8455","","","","","","","","",""
"12730","","","","1.8583","1.8583","1.8583","1.8452","1.8452","1.8452","","","","","","","","",""
"12740","","","","1.8584","1.8584","1.8584","1.8448","1.8448","1.8448","","","","","","","","",""
"12750","","","","1.8583","1.8583","1.8583","1.8452","1.8452","1.8452","","","","","","","","",""
"12760","","","","1.8583","1.8583","1.8583","1.8452","1.8452","1.8452","","","","","","","","",""
"12770","","","","1.8581","1.8581","1.8581","1.8451","1.8451","1.8451","","","","","","","","",""
"12780","","","","1.858","1.858","1.858","1.8452","1.8452","1.8452","","","","","","","","",""
"12790","","","","1.8581","1.8581","1.8581","1.8452","1.8452","1.8452","","","","","","","","",""
"12800","","","","1.8581","1.8581","1.8581","1.8452","1.8452","1.8452","","","","","","","","",""
"12810","","","","1.8582","1.8582","1.8582","1.8449","1.8449","1.8449","","","","","","","","",""
"12820","","","","1.8583","1.8583","1.8583","1.8448","1.8448","1.8448","","","","","","","","",""
"12830","","","","1.8582","1.8582","1.8582","1.8453","1.8453","1.8453","","","","","","","","",""
"12840","","","","1.8581","1.8581","1.8581","1.8454","1.8454","1.8454","","","","","","","","",""
"12850","","","","1.8582","1.8582","1.8582","1.8446","1.8446","1.8446","","","","","","","","",""
"12860","","","","1.858","1.858","1.858","1.8445","1.8445","1.8445","","","","","","","","",""
"12870","","","","1.8579","1.8579","1.8579","1.8453","1.8453","1.8453","","","","","","","","",""
"12880","","","","1.8579","1.8579","1.8579","1.8451","1.8451","1.8451","","","","","","","","",""
"12890","","","","1.8575","1.8575","1.8575","1.8445","1.8445","1.8445","","","","","","","","",""
"12900","","","","1.8576","1.8576","1.8576","1.8447","1.8447","1.8447","","","","","","","","",""
"12910","","","","1.8575","1.8575","1.8575","1.8446","1.8446","1.8446","","","","","","","","",""
"12920","","","","1.8573","1.8573","1.8573","1.8448","1.8448","1.8448","","","","","","","","",""
"12930","","","","1.8573","1.8573","1.8573","1.8448","1.8448","1.8448","","","","","","","","",""
"12940","","","","1.8572","1.8572","1.8572","1.8441","1.8441","1.8441","","","","","","","","",""
"12950","","","","1.8572","1.8572","1.8572","1.8432","1.8432","1.8432","","","","","","","","",""
"12960","","","","1.857","1.857","1.857","1.8439","1.8439","1.8439","","","","","","","","",""
"12970","","","","1.8569","1.8569","1.8569","1.8439","1.8439","1.8439","","","","","","","","",""
"12980","","","","1.8569","1.8569","1.8569","1.844","1.844","1.844","","","","","","","","",""
"12990","","","","1.8569","1.8569","1.8569","1.8443","1.8443","1.8443","","","","","","","","",""
"13000","","","","1.8567","1.8567","1.8567","1.8434","1.8434","1.8434","","","","","","","","",""
"13010","","","","1.8566","1.8566","1.8566","1.8437","1.8437","1.8437","","","","","","","","",""
"13020","","","","1.8565","1.8565","1.8565","1.8436","1.8436","1.8436","","","","","","","","",""
"13030","","","","1.8565","1.8565","1.8565","1.8429","1.8429","1.8429","","","","","","","","",""
"13040","","","","1.8564","1.8564","1.8564","1.843","1.843","1.843","","","","","","","","",""
"13050","","","","1.8564","1.8564","1.8564","1.8425","1.8425","1.8425","","","","","","","","",""
"13060","","","","1.8564","1.8564","1.8564","1.842","1.842","1.842","","","","","","","","",""
"13070","","","","1.8563","1.8563","1.8563","1.8418","1.8418","1.8418","","","","","","","","",""
"13080","","","","1.8562","1.8562","1.8562","1.8419","1.8419","1.8419","","","","","","","","",""
"13090","","","","1.8562","1.8562","1.8562","1.8414","1.8414","1.8414","","","","","","","","",""
"13100","","","","1.8562","1.8562","1.8562","1.8417","1.8417","1.8417","","","","","","","","",""
"13110","","","","1.8559","1.8559","1.8559","1.8424","1.8424","1.8424","","","","","","","","",""
"13120","","","","1.8557","1.8557","1.8557","1.842","1.842","1.842","","","","","","","","",""
"13130","","","","1.8558","1.8558","1.8558","1.8423","1.8423","1.8423","","","","","","","","",""
"13140","","","","1.8556","1.8556","1.8556","1.8413","1.8413","1.8413","","","","","","","","",""
"13150","","","","1.8556","1.8556","1.8556","1.8418","1.8418","1.8418","","","","","","","","",""
"13160","","","","1.8553","1.8553","1.8553","1.8411","1.8411","1.8411","","","","","","","","",""
"13170","","","","1.8552","1.8552","1.8552","1.8407","1.8407","1.8407","","","","","","","","",""
"13180","","","","1.8553","1.8553","1.8553","1.841","1.841","1.841","","","","","","","","",""
"13190","","","","1.8553","1.8553","1.8553","1.8409","1.8409","1.8409","","","","","","","","",""
"13200","","","","1.8551","1.8551","1.8551","1.8413","1.8413","1.8413","","","","","","","","",""
"13210","","","","1.8552","1.8552","1.8552","1.8411","1.8411","1.8411","","","","","","","","",""
"13220","","","","1.8551","1.8551","1.8551","1.8402","1.8402","1.8402","","","","","","","","",""
"13230","","","","1.8549","1.8549","1.8549","1.8402","1.8402","1.8402","","","","","","","","",""
"13240","","","","1.8549","1.8549","1.8549","1.8406","1.8406","1.8406","","","","","","","","",""
"13250","","","","1.8549","1.8549","1.8549","1.8398","1.8398","1.8398","","","","","","","","",""
"13260","","","","1.8546","1.8546","1.8546","1.8392","1.8392","1.8392","","","","","","","","",""
"13270","","","","1.8545","1.8545","1.8545","1.8392","1.8392","1.8392","","","","","","","","",""
"13280","","","","1.8543","1.8543","1.8543","1.8391","1.8391","1.8391","","","","","","","","",""
"13290","","","","1.8541","1.8541","1.8541","1.8392","1.8392","1.8392","","","","","","","","",""
"13300","","","","1.8542","1.8542","1.8542","1.8385","1.8385","1.8385","","","","","","","","",""
"13310","","","","1.8541","1.8541","1.8541","1.8386","1.8386","1.8386","","","","","","","","",""
"13320","","","","1.854","1.854","1.854","1.8382","1.8382","1.8382","","","","","","","","",""
"13330","","","","1.854","1.854","1.854","1.8382","1.8382","1.8382","","","","","","","","",""
"13340","","","","1.854","1.854","1.854","1.8382","1.8382","1.8382","","","","","","","","",""
"13350","","","","1.854","1.854","1.854","1.8384","1.8384","1.8384","","","","","","","","",""
"13360","","","","1.8538","1.8538","1.8538","1.8378","1.8378","1.8378","","","","","","","","",""
"13370","","","","1.8537","1.8537","1.8537","1.838","1.838","1.838","","","","","","","","",""
"13380","","","","1.8537","1.8537","1.8537","1.8379","1.8379","1.8379","","","","","","","","",""
"13390","","","","1.8536","1.8536","1.8536","1.8377","1.8377","1.8377","","","","","","","","",""
"13400","","","","1.8534","1.8534","1.8534","1.8372","1.8372","1.8372","","","","","","","","",""
"13410","","","","1.8534","1.8534","1.8534","1.8369","1.8369","1.8369","","","","","","","","",""
"13420","","","","1.8533","1.8533","1.8533","1.8366","1.8366","1.8366","","","","","","","","",""
"13430","","","","1.8533","1.8533","1.8533","1.8365","1.8365","1.8365","","","","","","","","",""
"13440","","","","1.8533","1.8533","1.8533","1.8363","1.8363","1.8363","","","","","","","","",""
"13450","","","","1.8532","1.8532","1.8532","1.8365","1.8365","1.8365","","","","","","","","",""
"13460","","","","1.8531","1.8531","1.8531","1.8367","1.8367","1.8367","","","","","","","","",""
"13470","","","","1.8529","1.8529","1.8529","1.8365","1.8365","1.8365","","","","","","","","",""
"13480","","","","1.8529","1.8529","1.8529","1.8366","1.8366","1.8366","","","","","","","","",""
"13490","","","","1.8528","1.8528","1.8528","1.836","1.836","1.836","","","","","","","","",""
"13500","","","","1.8526","1.8526","1.8526","1.8356","1.8356","1.8356","","","","","","","","",""
"13510","","","","1.8527","1.8527","1.8527","1.8353","1.8353","1.8353","","","","","","","","",""
"13520","","","","1.8526","1.8526","1.8526","1.835","1.835","1.835","","","","","","","","",""
"13530","","","","1.8526","1.8526","1.8526","1.8347","1.8347","1.8347","","","","","","","","",""
"13540","","","","1.8526","1.8526","1.8526","1.8347","1.8347","1.8347","","","","","","","","",""
"13550","","","","1.8525","1.8525","1.8525","1.8349","1.8349","1.8349","","","","","","","","",""
"13560","","","","1.8523","1.8523","1.8523","1.8346","1.8346","1.8346","","","","","","","","",""
"13570","","","","1.8522","1.8522","1.8522","1.8342","1.8342","1.8342","","","","","","","","",""
"13580","","","","1.8522","1.8522","1.8522","1.8341","1.8341","1.8341","","","","","","","","",""
"13590","","","","1.852","1.852","1.852","1.8348","1.8348","1.8348","","","","","","","","",""
"13600","","","","1.8518","1.8518","1.8518","1.8345","1.8345","1.8345","","","","","","","","",""
"13610","","","","1.8516","1.8516","1.8516","1.8343","1.8343","1.8343","","","","","","","","",""
"13620","","","","1.8516","1.8516","1.8516","1.834","1.834","1.834","","","","","","","","",""
"13630","","","","1.8514","1.8514","1.8514","1.8341","1.8341","1.8341","","","","","","","","",""
"13640","","","","1.8514","1.8514","1.8514","1.834","1.834","1.834","","","","","","","","",""
"13650","","","","1.8516","1.8516","1.8516","1.834","1.834","1.834","","","","","","","","",""
"13660","","","","1.8515","1.8515","1.8515","1.8337","1.8337","1.8337","","","","","","","","",""
"13670","","","","1.8512","1.8512","1.8512","1.8336","1.8336","1.8336","","","","","","","","",""
"13680","","","","1.8512","1.8512","1.8512","1.8339","1.8339","1.8339","","","","","","","","",""
"13690","","","","1.8513","1.8513","1.8513","1.8336","1.8336","1.8336","","","","","","","","",""
"13700","","","","1.8511","1.8511","1.8511","1.8331","1.8331","1.8331","","","","","","","","",""
"13710","","","","1.851","1.851","1.851","1.8327","1.8327","1.8327","","","","","","","","",""
"13720","","","","1.8508","1.8508","1.8508","1.8325","1.8325","1.8325","","","","","","","","",""
"13730","","","","1.8508","1.8508","1.8508","1.8322","1.8322","1.8322","","","","","","","","",""
"13740","","","","1.8507","1.8507","1.8507","1.832","1.832","1.832","","","","","","","","",""
"13750","","","","1.8506","1.8506","1.8506","1.8322","1.8322","1.8322","","","","","","","","",""
"13760","","","","1.8506","1.8506","1.8506","1.8324","1.8324","1.8324","","","","","","","","",""
"13770","","","","1.8506","1.8506","1.8506","1.8323","1.8323","1.8323","","","","","","","","",""
"13780","","","","1.8505","1.8505","1.8505","1.832","1.832","1.832","","","","","","","","",""
"13790","","","","1.8504","1.8504","1.8504","1.8323","1.8323","1.8323","","","","","","","","",""
"13800","","","","1.8504","1.8504","1.8504","1.8322","1.8322","1.8322","","","","","","","","",""
"13810","","","","1.8504","1.8504","1.8504","1.8321","1.8321","1.8321","","","","","","","","",""
"13820","","","","1.8503","1.8503","1.8503","1.8316","1.8316","1.8316","","","","","","","","",""
"13830","","","","1.8502","1.8502","1.8502","1.8316","1.8316","1.8316","","","","","","","","",""
"13840","","","","1.8502","1.8502","1.8502","1.8314","1.8314","1.8314","","","","","","","","",""
"13850","","","","1.85","1.85","1.85","1.8313","1.8313","1.8313","","","","","","","","",""
"13860","","","","1.8499","1.8499","1.8499","1.8314","1.8314","1.8314","","","","","","","","",""
"13870","","","","1.8497","1.8497","1.8497","1.8313","1.8313","1.8313","","","","","","","","",""
"13880","","","","1.8495","1.8495","1.8495","1.8312","1.8312","1.8312","","","","","","","","",""
"13890","","","","1.8495","1.8495","1.8495","1.8308","1.8308","1.8308","","","","","","","","",""
"13900","","","","1.8494","1.8494","1.8494","1.8308","1.8308","1.8308","","","","","","","","",""
"13910","","","","1.8493","1.8493","1.8493","1.8309","1.8309","1.8309","","","","","","","","",""
"13920","","","","1.8492","1.8492","1.8492","1.8306","1.8306","1.8306","","","","","","","","",""
"13930","","","","1.8493","1.8493","1.8493","1.8303","1.8303","1.8303","","","","","","","","",""
"13940","","","","1.8492","1.8492","1.8492","1.8302","1.8302","1.8302","","","","","","","","",""
"13950","","","","1.8491","1.8491","1.8491","1.83","1.83","1.83","","","","","","","","",""
"13960","","","","1.8492","1.8492","1.8492","1.8298","1.8298","1.8298","","","","","","","","",""
"13970","","","","1.849","1.849","1.849","1.8297","1.8297","1.8297","","","","","","","","",""
"13980","","","","1.849","1.849","1.849","1.83","1.83","1.83","","","","","","","","",""
"13990","","","","1.8491","1.8491","1.8491","1.8298","1.8298","1.8298","","","","","","","","",""
"14000","","","","1.8489","1.8489","1.8489","1.8295","1.8295","1.8295","","","","","","","","",""
"14010","","","","1.8487","1.8487","1.8487","1.8294","1.8294","1.8294","","","","","","","","",""
"14020","","","","1.8486","1.8486","1.8486","1.8293","1.8293","1.8293","","","","","","","","",""
"14030","","","","1.8485","1.8485","1.8485","1.8294","1.8294","1.8294","","","","","","","","",""
"14040","","","","1.8486","1.8486","1.8486","1.8294","1.8294","1.8294","","","","","","","","",""
"14050","","","","1.8484","1.8484","1.8484","1.8295","1.8295","1.8295","","","","","","","","",""
"14060","","","","1.8484","1.8484","1.8484","1.8293","1.8293","1.8293","","","","","","","","",""
"14070","","","","1.8485","1.8485","1.8485","1.8293","1.8293","1.8293","","","","","","","","",""
"14080","","","","1.8484","1.8484","1.8484","1.829","1.829","1.829","","","","","","","","",""
"14090","","","","1.8484","1.8484","1.8484","1.8286","1.8286","1.8286","","","","","","","","",""
"14100","","","","1.8484","1.8484","1.8484","1.8287","1.8287","1.8287","","","","","","","","",""
"14110","","","","1.8482","1.8482","1.8482","1.8285","1.8285","1.8285","","","","","","","","",""
"14120","","","","1.8483","1.8483","1.8483","1.8286","1.8286","1.8286","","","","","","","","",""
"14130","","","","1.8482","1.8482","1.8482","1.8284","1.8284","1.8284","","","","","","","","",""
"14140","","","","1.8481","1.8481","1.8481","1.8281","1.8281","1.8281","","","","","","","","",""
"14150","","","","1.8482","1.8482","1.8482","1.8278","1.8278","1.8278","","","","","","","","",""
"14160","","","","1.848","1.848","1.848","1.8274","1.8274","1.8274","","","","","","","","",""
"14170","","","","1.848","1.848","1.848","1.8276","1.8276","1.8276","","","","","","","","",""
"14180","","","","1.848","1.848","1.848","1.8276","1.8276","1.8276","","","","","","","","",""
"14190","","","","1.8481","1.8481","1.8481","1.8274","1.8274","1.8274","","","","","","","","",""
"14200","","","","1.8481","1.8481","1.8481","1.8269","1.8269","1.8269","","","","","","","","",""
"14210","","","","1.8481","1.8481","1.8481","1.8267","1.8267","1.8267","","","","","","","","",""
"14220","","","","1.848","1.848","1.848","1.8269","1.8269","1.8269","","","","","","","","",""
"14230","","","","1.8479","1.8479","1.8479","1.8264","1.8264","1.8264","","","","","","","","",""
"14240","","","","1.8477","1.8477","1.8477","1.8264","1.8264","1.8264","","","","","","","","",""
"14250","","","","1.8477","1.8477","1.8477","1.826","1.826","1.826","","","","","","","","",""
"14260","","","","1.8477","1.8477","1.8477","1.826","1.826","1.826","","","","","","","","",""
"14270","","","","1.8476","1.8476","1.8476","1.8258","1.8258","1.8258","","","","","","","","",""
"14280","","","","1.8476","1.8476","1.8476","1.8259","1.8259","1.8259","","","","","","","","",""
"14290","","","","1.8474","1.8474","1.8474","1.8256","1.8256","1.8256","","","","","","","","",""
"14300","","","","1.8474","1.8474","1.8474","1.826","1.826","1.826","","","","","","","","",""
"14310","","","","1.8474","1.8474","1.8474","1.8257","1.8257","1.8257","","","","","","","","",""
"14320","","","","1.8473","1.8473","1.8473","1.8257","1.8257","1.8257","","","","","","","","",""
"14330","","","","1.8474","1.8474","1.8474","1.8255","1.8255","1.8255","","","","","","","","",""
"14340","","","","1.8472","1.8472","1.8472","1.8254","1.8254","1.8254","","","","","","","","",""
"14350","","","","1.8472","1.8472","1.8472","1.8251","1.8251","1.8251","","","","","","","","",""
"14360","","","","1.847","1.847","1.847","1.8249","1.8249","1.8249","","","","","","","","",""
"14370","","","","1.847","1.847","1.847","1.8247","1.8247","1.8247","","","","","","","","",""
"14380","","","","1.8469","1.8469","1.8469","1.8244","1.8244","1.8244","","","","","","","","",""
"14390","","","","1.8468","1.8468","1.8468","1.8243","1.8243","1.8243","","","","","","","","",""
"14400","","","","1.8468","1.8468","1.8468","1.8239","1.8239","1.8239","","","","","","","","",""
"14410","","","","1.8468","1.8468","1.8468","1.8238","1.8238","1.8238","","","","","","","","",""
"14420","","","","1.8468","1.8468","1.8468","1.8236","1.8236","1.8236","","","","","","","","",""
"14430","","","","1.8468","1.8468","1.8468","1.8238","1.8238","1.8238","","","","","","","","",""
"14440","","","","1.8466","1.8466","1.8466","1.8236","1.8236","1.8236","","","","","","","","",""
"14450","","","","1.8466","1.8466","1.8466","1.8236","1.8236","1.8236","","","","","","","","",""
"14460","","","","1.8465","1.8465","1.8465","1.8238","1.8238","1.8238","","","","","","","","",""
"14470","","","","","","","1.8237","1.8237","1.8237","","","","","","","","",""
"14480","","","","","","","1.8239","1.8239","1.8239","","","","","","","","",""
"14490","","","","","","","1.8237","1.8237","1.8237","","","","","","","","",""
"14500","","","","","","","1.8236","1.8236","1.8236","","","","","","","","",""
"14510","","","","","","","1.8235","1.8235","1.8235","","","","","","","","",""
"14520","","","","","","","1.8229","1.8229","1.8229","","","","","","","","",""
"14530","","","","","","","1.8228","1.8228","1.8228","","","","","","","","",""
"14540","","","","","","","1.8229","1.8229","1.8229","","","","","","","","",""
"14550","","","","","","","1.8227","1.8227","1.8227","","","","","","","","",""
"14560","","","","","","","1.8228","1.8228","1.8228","","","","","","","","",""
"14570","","","","","","","1.8227","1.8227","1.8227","","","","","","","","",""
"14580","","","","","","","1.8227","1.8227","1.8227","","","","","","","","",""
"14590","","","","","","","1.8224","1.8224","1.8224","","","","","","","","",""
"14600","","","","","","","1.8221","1.8221","1.8221","","","","","","","","",""
"14610","","","","","","","1.822","1.822","1.822","","","","","","","","",""
"14620","","","","","","","1.8219","1.8219","1.8219","","","","","","","","",""
"14630","","","","","","","1.8221","1.8221","1.8221","","","","","","","","",""
"14640","","","","","","","1.8218","1.8218","1.8218","","","","","","","","",""
"14650","","","","","","","1.8219","1.8219","1.8219","","","","","","","","",""
"14660","","","","","","","1.822","1.822","1.822","","","","","","","","",""
"14670","","","","","","","1.822","1.822","1.822","","","","","","","","",""
"14680","","","","","","","1.8218","1.8218","1.8218","","","","","","","","",""
"14690","","","","","","","1.8218","1.8218","1.8218","","","","","","","","",""
"14700","","","","","","","1.8218","1.8218","1.8218","","","","","","","","",""
"14710","","","","","","","1.8216","1.8216","1.8216","","","","","","","","",""
"14720","","","","","","","1.8216","1.8216","1.8216","","","","","","","","",""
"14730","","","","","","","1.8217","1.8217","1.8217","","","","","","","","",""
"14740","","","","","","","1.8217","1.8217","1.8217","","","","","","","","",""
"14750","","","","","","","1.8216","1.8216","1.8216","","","","","","","","",""
"14760","","","","","","","1.8216","1.8216","1.8216","","","","","","","","",""
"14770","","","","","","","1.8212","1.8212","1.8212","","","","","","","","",""
"14780","","","","","","","1.8211","1.8211","1.8211","","","","","","","","",""
"14790","","","","","","","1.821","1.821","1.821","","","","","","","","",""
"14800","","","","","","","1.8211","1.8211","1.8211","","","","","","","","",""
"14810","","","","","","","1.8211","1.8211","1.8211","","","","","","","","",""
"14820","","","","","","","1.8211","1.8211","1.8211","","","","","","","","",""
"14830","","","","","","","1.821","1.821","1.821","","","","","","","","",""
"14840","","","","","","","1.8207","1.8207","1.8207","","","","","","","","",""
"14850","","","","","","","1.8204","1.8204","1.8204","","","","","","","","",""
"14860","","","","","","","1.8202","1.8202","1.8202","","","","","","","","",""
"14870","","","","","","","1.8201","1.8201","1.8201","","","","","","","","",""
"14880","","","","","","","1.8198","1.8198","1.8198","","","","","","","","",""
"14890","","","","","","","1.8195","1.8195","1.8195","","","","","","","","",""
"14900","","","","","","","1.8196","1.8196","1.8196","","","","","","","","",""
"14910","","","","","","","1.8193","1.8193","1.8193","","","","","","","","",""
"14920","","","","","","","1.8194","1.8194","1.8194","","","","","","","","",""
"14930","","","","","","","1.8194","1.8194","1.8194","","","","","","","","",""
"14940","","","","","","","1.8192","1.8192","1.8192","","","","","","","","",""
"14950","","","","","","","1.8189","1.8189","1.8189","","","","","","","","",""
"14960","","","","","","","1.8187","1.8187","1.8187","","","","","","","","",""
"14970","","","","","","","1.8187","1.8187","1.8187","","","","","","","","",""
"14980","","","","","","","1.8186","1.8186","1.8186","","","","","","","","",""
"14990","","","","","","","1.8185","1.8185","1.8185","","","","","","","","",""
"15000","","","","","","","1.8184","1.8184","1.8184","","","","","","","","",""
"15010","","","","","","","1.8183","1.8183","1.8183","","","","","","","","",""
"15020","","","","","","","1.8184","1.8184","1.8184","","","","","","","","",""
"15030","","","","","","","1.8183","1.8183","1.8183","","","","","","","","",""
"15040","","","","","","","1.8183","1.8183","1.8183","","","","","","","","",""
"15050","","","","","","","1.8182","1.8182","1.8182","","","","","","","","",""
"15060","","","","","","","1.818","1.818","1.818","","","","","","","","",""
"15070","","","","","","","1.8179","1.8179","1.8179","","","","","","","","",""
"15080","","","","","","","1.8179","1.8179","1.8179","","","","","","","","",""
"15090","","","","","","","1.8176","1.8176","1.8176","","","","","","","","",""
"15100","","","","","","","1.8175","1.8175","1.8175","","","","","","","","",""
"15110","","","","","","","1.8175","1.8175","1.8175","","","","","","","","",""
"15120","","","","","","","1.8176","1.8176","1.8176","","","","","","","","",""
"15130","","","","","","","1.8175","1.8175","1.8175","","","","","","","","",""
"15140","","","","","","","1.8174","1.8174","1.8174","","","","","","","","",""
"15150","","","","","","","1.8173","1.8173","1.8173","","","","","","","","",""
"15160","","","","","","","1.8175","1.8175","1.8175","","","","","","","","",""
"15170","","","","","","","1.8175","1.8175","1.8175","","","","","","","","",""
"15180","","","","","","","1.8174","1.8174","1.8174","","","","","","","","",""
"15190","","","","","","","1.8174","1.8174","1.8174","","","","","","","","",""
"15200","","","","","","","1.8172","1.8172","1.8172","","","","","","","","",""
"15210","","","","","","","1.817","1.817","1.817","","","","","","","","",""
"15220","","","","","","","1.8168","1.8168","1.8168","","","","","","","","",""
"15230","","","","","","","1.8166","1.8166","1.8166","","","","","","","","",""
"15240","","","","","","","1.8166","1.8166","1.8166","","","","","","","","",""
"15250","","","","","","","1.8166","1.8166","1.8166","","","","","","","","",""
"15260","","","","","","","1.8164","1.8164","1.8164","","","","","","","","",""
"15270","","","","","","","1.8165","1.8165","1.8165","","","","","","","","",""
"15280","","","","","","","1.8165","1.8165","1.8165","","","","","","","","",""
"15290","","","","","","","1.8165","1.8165","1.8165","","","","","","","","",""
"15300","","","","","","","1.8164","1.8164","1.8164","","","","","","","","",""
"15310","","","","","","","1.8162","1.8162","1.8162","","","","","","","","",""
"15320","","","","","","","1.8161","1.8161","1.8161","","","","","","","","",""
"15330","","","","","","","1.8159","1.8159","1.8159","","","","","","","","",""
"15340","","","","","","","1.8158","1.8158","1.8158","","","","","","","","",""
"15350","","","","","","","1.8158","1.8158","1.8158","","","","","","","","",""
"15360","","","","","","","1.8155","1.8155","1.8155","","","","","","","","",""
"15370","","","","","","","1.8154","1.8154","1.8154","","","","","","","","",""
"15380","","","","","","","1.8153","1.8153","1.8153","","","","","","","","",""
"15390","","","","","","","1.8156","1.8156","1.8156","","","","","","","","",""
"15400","","","","","","","1.8154","1.8154","1.8154","","","","","","","","",""
"15410","","","","","","","1.8153","1.8153","1.8153","","","","","","","","",""
"15420","","","","","","","1.8153","1.8153","1.8153","","","","","","","","",""
"15430","","","","","","","1.8155","1.8155","1.8155","","","","","","","","",""
"15440","","","","","","","1.8154","1.8154","1.8154","","","","","","","","",""
"15450","","","","","","","1.8153","1.8153","1.8153","","","","","","","","",""
"15460","","","","","","","1.8151","1.8151","1.8151","","","","","","","","",""
"15470","","","","","","","1.815","1.815","1.815","","","","","","","","",""
"15480","","","","","","","1.8149","1.8149","1.8149","","","","","","","","",""
"15490","","","","","","","1.8149","1.8149","1.8149","","","","","","","","",""
"15500","","","","","","","1.8147","1.8147","1.8147","","","","","","","","",""
"15510","","","","","","","1.8148","1.8148","1.8148","","","","","","","","",""
"15520","","","","","","","1.8147","1.8147","1.8147","","","","","","","","",""
"15530","","","","","","","1.8146","1.8146","1.8146","","","","","","","","",""
"15540","","","","","","","1.8145","1.8145","1.8145","","","","","","","","",""
"15550","","","","","","","1.8144","1.8144","1.8144","","","","","","","","",""
"15560","","","","","","","1.8144","1.8144","1.8144","","","","","","","","",""
"15570","","","","","","","1.8143","1.8143","1.8143","","","","","","","","",""
"15580","","","","","","","1.8142","1.8142","1.8142","","","","","","","","",""
"15590","","","","","","","1.8141","1.8141","1.8141","","","","","","","","",""
"15600","","","","","","","1.8141","1.8141","1.8141","","","","","","","","",""
"15610","","","","","","","1.8139","1.8139","1.8139","","","","","","","","",""
"15620","","","","","","","1.8138","1.8138","1.8138","","","","","","","","",""
"15630","","","","","","","1.8136","1.8136","1.8136","","","","","","","","",""
"15640","","","","","","","1.8138","1.8138","1.8138","","","","","","","","",""
"15650","","","","","","","1.8139","1.8139","1.8139","","","","","","","","",""
"15660","","","","","","","1.8137","1.8137","1.8137","","","","","","","","",""
